uniprot_id,pathway_id,pathway_name,pathway_source
P35609,R-HSA-9620244,Long-term potentiation,Reactome
P49792,hsa:5903,,KEGG
P49792,R-HSA-1169408,ISG15 antiviral mechanism,Reactome
P49792,R-HSA-141444,Amplification of signal from unattached kinetochores via a MAD2 inhibitory signal,Reactome
P49792,R-HSA-159227,Transport of the SLBP independent Mature mRNA,Reactome
P49792,R-HSA-159230,Transport of the SLBP Dependant Mature mRNA,Reactome
P49792,R-HSA-159231,Transport of Mature mRNA Derived from an Intronless Transcript,Reactome
P49792,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,Reactome
P49792,R-HSA-165054,Rev-mediated nuclear export of HIV RNA,Reactome
P49792,R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus,Reactome
P49792,R-HSA-168276,NS1 Mediated Effects on Host Pathways,Reactome
P49792,R-HSA-168325,Viral Messenger RNA Synthesis,Reactome
P49792,R-HSA-168333,NEP/NS2 Interacts with the Cellular Export Machinery,Reactome
P49792,R-HSA-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein,Reactome
P49792,R-HSA-180746,Nuclear import of Rev protein,Reactome
P49792,R-HSA-180910,Vpr-mediated nuclear import of PICs,Reactome
P49792,R-HSA-191859,snRNP Assembly,Reactome
P49792,R-HSA-2467813,Separation of Sister Chromatids,Reactome
P49792,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,Reactome
P49792,R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,Reactome
P49792,R-HSA-3232142,SUMOylation of ubiquitinylation proteins,Reactome
P49792,R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,Reactome
P49792,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,Reactome
P49792,R-HSA-4085377,SUMOylation of SUMOylation proteins,Reactome
P49792,R-HSA-4551638,SUMOylation of chromatin organization proteins,Reactome
P49792,R-HSA-4570464,SUMOylation of RNA binding proteins,Reactome
P49792,R-HSA-4615885,SUMOylation of DNA replication proteins,Reactome
P49792,R-HSA-5578749,Transcriptional regulation by small RNAs,Reactome
P49792,R-HSA-5619107,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),Reactome
P49792,R-HSA-5663220,RHO GTPases Activate Formins,Reactome
P49792,R-HSA-6784531,tRNA processing in the nucleus,Reactome
P49792,R-HSA-68877,Mitotic Prometaphase,Reactome
P49792,R-HSA-9609690,HCMV Early Events,Reactome
P49792,R-HSA-9610379,HCMV Late Events,Reactome
P49792,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,Reactome
P49792,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,Reactome
P49792,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,Reactome
P49792,,Protein modification; protein sumoylation,UniProt
P29350,hsa:5777,,KEGG
P29350,R-HSA-114604,GPVI-mediated activation cascade,Reactome
P29350,R-HSA-1433559,Regulation of KIT signaling,Reactome
P29350,R-HSA-201556,Signaling by ALK,Reactome
P29350,R-HSA-210990,PECAM1 interactions,Reactome
P29350,R-HSA-389948,Co-inhibition by PD-1,Reactome
P29350,R-HSA-391160,Signal regulatory protein family interactions,Reactome
P29350,R-HSA-432142,Platelet sensitization by LDL,Reactome
P29350,R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",Reactome
P29350,R-HSA-5690714,CD22 mediated BCR regulation,Reactome
P29350,R-HSA-6798695,Neutrophil degranulation,Reactome
P29350,R-HSA-877300,Interferon gamma signaling,Reactome
P29350,R-HSA-877312,Regulation of IFNG signaling,Reactome
P29350,R-HSA-9008059,Interleukin-37 signaling,Reactome
P29350,R-HSA-909733,Interferon alpha/beta signaling,Reactome
P29350,R-HSA-912526,Interleukin receptor SHC signaling,Reactome
P29350,R-HSA-912694,Regulation of IFNA/IFNB signaling,Reactome
P29350,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,Reactome
P29350,R-HSA-9725371,Nuclear events stimulated by ALK signaling in cancer,Reactome
P29350,R-HSA-982772,Growth hormone receptor signaling,Reactome
P29350,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,Reactome
P29350,R-HSA-9927353,Co-inhibition by BTLA,Reactome
Q02318,hsa:1593,,KEGG
Q02318,R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,Reactome
Q02318,R-HSA-193775,Synthesis of bile acids and bile salts via 24-hydroxycholesterol,Reactome
Q02318,R-HSA-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,Reactome
Q02318,R-HSA-211976,Endogenous sterols,Reactome
Q02318,R-HSA-5578996,Defective CYP27A1 causes CTX,Reactome
Q02318,,Hormone biosynthesis; cholecalciferol biosynthesis,UniProt
Q02318,,Steroid metabolism; cholesterol degradation,UniProt
Q02318,,Lipid metabolism; bile acid biosynthesis,UniProt
Q06413,hsa:4208,,KEGG
Q06413,R-HSA-198753,ERK/MAPK targets,Reactome
Q06413,R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis,Reactome
Q06413,R-HSA-525793,Myogenesis,Reactome
Q06413,R-HSA-9022707,MECP2 regulates transcription factors,Reactome
Q06413,R-HSA-9707616,Heme signaling,Reactome
Q06413,R-HSA-9733709,Cardiogenesis,Reactome
Q06413,R-HSA-9931509,"Expression of BMAL (ARNTL), CLOCK, and NPAS2",Reactome
Q15149,hsa:5339,,KEGG
Q15149,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,Reactome
Q15149,R-HSA-264870,Caspase-mediated cleavage of cytoskeletal proteins,Reactome
Q15149,R-HSA-446107,Type I hemidesmosome assembly,Reactome
Q15700,hsa:1740,,KEGG
Q15700,R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation",Reactome
Q15700,R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor,Reactome
Q15700,R-HSA-5673001,RAF/MAP kinase cascade,Reactome
Q15700,R-HSA-6794361,Neurexins and neuroligins,Reactome
Q15700,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors,Reactome
Q15700,R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission,Reactome
Q15700,R-HSA-9620244,Long-term potentiation,Reactome
Q92838,hsa:1896,,KEGG
Q92838,R-HSA-5669034,TNFs bind their physiological receptors,Reactome
P27449,hsa:527,,KEGG
P27449,R-HSA-1222556,ROS and RNS production in phagocytes,Reactome
P27449,R-HSA-6798695,Neutrophil degranulation,Reactome
P27449,R-HSA-77387,Insulin receptor recycling,Reactome
P27449,R-HSA-917977,Transferrin endocytosis and recycling,Reactome
P27449,R-HSA-9639288,Amino acids regulate mTORC1,Reactome
P27449,R-HSA-983712,Ion channel transport,Reactome
P27449,R-HSA-9857377,Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy,Reactome
O43865,hsa:10768,,KEGG
O43865,R-HSA-112043,PLC beta mediated events,Reactome
O43865,R-HSA-1489509,DAG and IP3 signaling,Reactome
O43865,R-HSA-2029485,Role of phospholipids in phagocytosis,Reactome
O43865,R-HSA-2871809,FCERI mediated Ca+2 mobilization,Reactome
O43865,R-HSA-422356,Regulation of insulin secretion,Reactome
O43865,R-HSA-5218921,VEGFR2 mediated cell proliferation,Reactome
O43865,R-HSA-5578775,Ion homeostasis,Reactome
O43865,R-HSA-5607763,CLEC7A (Dectin-1) induces NFAT activation,Reactome
O43865,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,Reactome
O43865,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,Reactome
P09038,hsa:2247,,KEGG
P09038,R-HSA-109704,PI3K Cascade,Reactome
P09038,R-HSA-1257604,PIP3 activates AKT signaling,Reactome
P09038,R-HSA-1839122,Signaling by activated point mutants of FGFR1,Reactome
P09038,R-HSA-1839130,Signaling by activated point mutants of FGFR3,Reactome
P09038,R-HSA-190322,FGFR4 ligand binding and activation,Reactome
P09038,R-HSA-190370,FGFR1b ligand binding and activation,Reactome
P09038,R-HSA-190372,FGFR3c ligand binding and activation,Reactome
P09038,R-HSA-190373,FGFR1c ligand binding and activation,Reactome
P09038,R-HSA-190375,FGFR2c ligand binding and activation,Reactome
P09038,R-HSA-190377,FGFR2b ligand binding and activation,Reactome
P09038,R-HSA-2033519,Activated point mutants of FGFR2,Reactome
P09038,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,Reactome
P09038,R-HSA-2892247,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",Reactome
P09038,R-HSA-3000170,Syndecan interactions,Reactome
P09038,R-HSA-3000171,Non-integrin membrane-ECM interactions,Reactome
P09038,R-HSA-5654219,Phospholipase C-mediated cascade: FGFR1,Reactome
P09038,R-HSA-5654221,"Phospholipase C-mediated cascade, FGFR2",Reactome
P09038,R-HSA-5654227,"Phospholipase C-mediated cascade, FGFR3",Reactome
P09038,R-HSA-5654228,"Phospholipase C-mediated cascade, FGFR4",Reactome
P09038,R-HSA-5654687,Downstream signaling of activated FGFR1,Reactome
P09038,R-HSA-5654688,SHC-mediated cascade:FGFR1,Reactome
P09038,R-HSA-5654689,PI-3K cascade:FGFR1,Reactome
P09038,R-HSA-5654693,FRS-mediated FGFR1 signaling,Reactome
P09038,R-HSA-5654695,PI-3K cascade:FGFR2,Reactome
P09038,R-HSA-5654699,SHC-mediated cascade:FGFR2,Reactome
P09038,R-HSA-5654700,FRS-mediated FGFR2 signaling,Reactome
P09038,R-HSA-5654704,SHC-mediated cascade:FGFR3,Reactome
P09038,R-HSA-5654706,FRS-mediated FGFR3 signaling,Reactome
P09038,R-HSA-5654710,PI-3K cascade:FGFR3,Reactome
P09038,R-HSA-5654712,FRS-mediated FGFR4 signaling,Reactome
P09038,R-HSA-5654719,SHC-mediated cascade:FGFR4,Reactome
P09038,R-HSA-5654720,PI-3K cascade:FGFR4,Reactome
P09038,R-HSA-5654726,Negative regulation of FGFR1 signaling,Reactome
P09038,R-HSA-5654727,Negative regulation of FGFR2 signaling,Reactome
P09038,R-HSA-5654732,Negative regulation of FGFR3 signaling,Reactome
P09038,R-HSA-5654733,Negative regulation of FGFR4 signaling,Reactome
P09038,R-HSA-5655253,Signaling by FGFR2 in disease,Reactome
P09038,R-HSA-5655302,Signaling by FGFR1 in disease,Reactome
P09038,R-HSA-5655332,Signaling by FGFR3 in disease,Reactome
P09038,R-HSA-5658623,FGFRL1 modulation of FGFR1 signaling,Reactome
P09038,R-HSA-5673001,RAF/MAP kinase cascade,Reactome
P09038,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,Reactome
P09038,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",Reactome
P09038,R-HSA-8851708,Signaling by FGFR2 IIIa TM,Reactome
P09038,R-HSA-9761174,Formation of intermediate mesoderm,Reactome
P09038,R-HSA-9830364,Formation of the nephric duct,Reactome
P09038,R-HSA-9839397,TGFBR3 regulates FGF2 signaling,Reactome
P09038,R-HSA-9937080,Developmental Lineage of Multipotent Pancreatic Progenitor Cells,Reactome
P21860,hsa:2065,,KEGG
P21860,R-HSA-1227986,Signaling by ERBB2,Reactome
P21860,R-HSA-1236394,Signaling by ERBB4,Reactome
P21860,R-HSA-1250196,SHC1 events in ERBB2 signaling,Reactome
P21860,R-HSA-1257604,PIP3 activates AKT signaling,Reactome
P21860,R-HSA-1306955,GRB7 events in ERBB2 signaling,Reactome
P21860,R-HSA-1358803,Downregulation of ERBB2:ERBB3 signaling,Reactome
P21860,R-HSA-1963642,PI3K events in ERBB2 signaling,Reactome
P21860,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,Reactome
P21860,R-HSA-5673001,RAF/MAP kinase cascade,Reactome
P21860,R-HSA-6785631,ERBB2 Regulates Cell Motility,Reactome
P21860,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",Reactome
P21860,R-HSA-8847993,ERBB2 Activates PTK6 Signaling,Reactome
P21860,R-HSA-8863795,Downregulation of ERBB2 signaling,Reactome
P21860,R-HSA-9664565,Signaling by ERBB2 KD Mutants,Reactome
P21860,R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants,Reactome
Q14289,hsa:2185,,KEGG
Q14289,R-HSA-391160,Signal regulatory protein family interactions,Reactome
Q14289,R-HSA-4420097,VEGFA-VEGFR2 Pathway,Reactome
Q14289,R-HSA-9013420,RHOU GTPase cycle,Reactome
Q14289,R-HSA-9020558,Interleukin-2 signaling,Reactome
P01903,hsa:3122,,KEGG
P01903,R-HSA-202424,Downstream TCR signaling,Reactome
P01903,R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains,Reactome
P01903,R-HSA-202430,Translocation of ZAP-70 to Immunological synapse,Reactome
P01903,R-HSA-202433,Generation of second messenger molecules,Reactome
P01903,R-HSA-2132295,MHC class II antigen presentation,Reactome
P01903,R-HSA-389948,Co-inhibition by PD-1,Reactome
P01903,R-HSA-877300,Interferon gamma signaling,Reactome
P04839,hsa:1536,,KEGG
P04839,R-HSA-1222556,ROS and RNS production in phagocytes,Reactome
P04839,R-HSA-1236973,Cross-presentation of particulate exogenous antigens (phagosomes),Reactome
P04839,R-HSA-3299685,Detoxification of Reactive Oxygen Species,Reactome
P04839,R-HSA-4420097,VEGFA-VEGFR2 Pathway,Reactome
P04839,R-HSA-5668599,RHO GTPases Activate NADPH Oxidases,Reactome
P04839,R-HSA-6798695,Neutrophil degranulation,Reactome
P04839,R-HSA-9013149,RAC1 GTPase cycle,Reactome
P04839,R-HSA-9013404,RAC2 GTPase cycle,Reactome
P04839,R-HSA-9013423,RAC3 GTPase cycle,Reactome
P25963,hsa:4792,,KEGG
P25963,R-HSA-1169091,Activation of NF-kappaB in B cells,Reactome
P25963,R-HSA-1810476,RIP-mediated NFkB activation via ZBP1,Reactome
P25963,R-HSA-202424,Downstream TCR signaling,Reactome
P25963,R-HSA-209560,NF-kB is activated and signals survival,Reactome
P25963,R-HSA-2871837,FCERI mediated NF-kB activation,Reactome
P25963,R-HSA-445989,TAK1-dependent IKK and NF-kappa-B activation,Reactome
P25963,R-HSA-4755510,SUMOylation of immune response proteins,Reactome
P25963,R-HSA-5603029,IkBA variant leads to EDA-ID,Reactome
P25963,R-HSA-5607764,CLEC7A (Dectin-1) signaling,Reactome
P25963,R-HSA-5689880,Ub-specific processing proteases,Reactome
P25963,R-HSA-9020702,Interleukin-1 signaling,Reactome
P25963,R-HSA-933542,TRAF6 mediated NF-kB activation,Reactome
P25963,R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,Reactome
P25963,R-HSA-9860927,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",Reactome
P49662,hsa:837,,KEGG
P49662,R-HSA-168638,NOD1/2 Signaling Pathway,Reactome
P49662,R-HSA-5620971,Pyroptosis,Reactome
Q14192,hsa:2274,,KEGG
Q14192,R-HSA-1989781,PPARA activates gene expression,Reactome
O75030,hsa:4286,,KEGG
O75030,R-HSA-3232118,SUMOylation of transcription factors,Reactome
O75030,R-HSA-9824585,Regulation of MITF-M-dependent genes involved in pigmentation,Reactome
O75030,R-HSA-9824594,Regulation of MITF-M-dependent genes involved in apoptosis,Reactome
O75030,R-HSA-9825892,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation,Reactome
O75030,R-HSA-9825895,"Regulation of MITF-M-dependent genes involved in DNA replication, damage repair and senescence",Reactome
O75030,R-HSA-9854907,Regulation of MITF-M dependent genes involved in metabolism,Reactome
O75030,R-HSA-9854909,Regulation of MITF-M dependent genes involved in invasion,Reactome
O75030,R-HSA-9856649,Transcriptional and post-translational regulation of MITF-M expression and activity,Reactome
O75030,R-HSA-9857377,Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy,Reactome
O75030,R-HSA-9926550,"Regulation of MITF-M-dependent genes involved in extracellular matrix, focal adhesion and epithelial-to-mesenchymal transition",Reactome
P11511,hsa:1588,,KEGG
P11511,R-HSA-193144,Estrogen biosynthesis,Reactome
P11511,R-HSA-211976,Endogenous sterols,Reactome
P11511,R-HSA-5579030,Defective CYP19A1 causes AEXS,Reactome
P11511,,Steroid hormone biosynthesis,UniProt
P60201,hsa:5354,,KEGG
Q06520,hsa:6822,,KEGG
Q06520,R-HSA-156584,Cytosolic sulfonation of small molecules,Reactome
Q06520,R-HSA-1989781,PPARA activates gene expression,Reactome
Q06520,R-HSA-9753281,Paracetamol ADME,Reactome
Q14511,hsa:4739,,KEGG
Q14643,hsa:3708,,KEGG
Q14643,R-HSA-112043,PLC beta mediated events,Reactome
Q14643,R-HSA-114508,Effects of PIP2 hydrolysis,Reactome
Q14643,R-HSA-139853,Elevation of cytosolic Ca2+ levels,Reactome
Q14643,R-HSA-1489509,DAG and IP3 signaling,Reactome
Q14643,R-HSA-2029485,Role of phospholipids in phagocytosis,Reactome
Q14643,R-HSA-2871809,FCERI mediated Ca+2 mobilization,Reactome
Q14643,R-HSA-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,Reactome
Q14643,R-HSA-4086398,Ca2+ pathway,Reactome
Q14643,R-HSA-418457,cGMP effects,Reactome
Q14643,R-HSA-422356,Regulation of insulin secretion,Reactome
Q14643,R-HSA-5218921,VEGFR2 mediated cell proliferation,Reactome
Q14643,R-HSA-5578775,Ion homeostasis,Reactome
Q14643,R-HSA-5607763,CLEC7A (Dectin-1) induces NFAT activation,Reactome
Q14643,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,Reactome
Q14643,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,Reactome
Q96PU8,hsa:9444,,KEGG
Q96PU8,R-HSA-6802952,Signaling by BRAF and RAF1 fusions,Reactome
Q13207,hsa:6909,,KEGG
Q13207,R-HSA-9825892,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation,Reactome
P16144,hsa:3691,,KEGG
P16144,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,Reactome
P16144,R-HSA-3000157,Laminin interactions,Reactome
P16144,R-HSA-3000170,Syndecan interactions,Reactome
P16144,R-HSA-446107,Type I hemidesmosome assembly,Reactome
P16144,R-HSA-9725554,Differentiation of Keratinocytes in Interfollicular Epidermis in Mammalian Skin,Reactome
P36873,hsa:5501,,KEGG
P36873,R-HSA-141444,Amplification of signal from unattached kinetochores via a MAD2 inhibitory signal,Reactome
P36873,R-HSA-163560,Triglyceride catabolism,Reactome
P36873,R-HSA-2173788,Downregulation of TGF-beta receptor signaling,Reactome
P36873,R-HSA-2467813,Separation of Sister Chromatids,Reactome
P36873,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,Reactome
P36873,R-HSA-5663220,RHO GTPases Activate Formins,Reactome
P36873,R-HSA-5673000,RAF activation,Reactome
P36873,R-HSA-68877,Mitotic Prometaphase,Reactome
P36873,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,Reactome
P36873,R-HSA-9726840,SHOC2 M1731 mutant abolishes MRAS complex function,Reactome
P36873,R-HSA-9726842,Gain-of-function MRAS complexes activate RAF signaling,Reactome
P36873,R-HSA-9828806,Maturation of hRSV A proteins,Reactome
P36873,R-HSA-9931530,Phosphorylation and nuclear translocation of the CRY:PER:kinase complex,Reactome
P36956,hsa:6720,,KEGG
P36956,R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF),Reactome
P36956,R-HSA-191273,Cholesterol biosynthesis,Reactome
P36956,R-HSA-1989781,PPARA activates gene expression,Reactome
P36956,R-HSA-2426168,Activation of gene expression by SREBF (SREBP),Reactome
P36956,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,Reactome
P36956,R-HSA-9029558,NR1H2 & NR1H3 regulate gene expression linked to lipogenesis,Reactome
P36956,R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",Reactome
P36956,R-HSA-9933387,"RORA,B,C and NR1D1 (REV-ERBA) regulate gene expression",Reactome
Q02297,hsa:3084,,KEGG
Q02297,R-HSA-1227986,Signaling by ERBB2,Reactome
Q02297,R-HSA-1236394,Signaling by ERBB4,Reactome
Q02297,R-HSA-1250196,SHC1 events in ERBB2 signaling,Reactome
Q02297,R-HSA-1250342,PI3K events in ERBB4 signaling,Reactome
Q02297,R-HSA-1250347,SHC1 events in ERBB4 signaling,Reactome
Q02297,R-HSA-1251985,Nuclear signaling by ERBB4,Reactome
Q02297,R-HSA-1257604,PIP3 activates AKT signaling,Reactome
Q02297,R-HSA-1306955,GRB7 events in ERBB2 signaling,Reactome
Q02297,R-HSA-1358803,Downregulation of ERBB2:ERBB3 signaling,Reactome
Q02297,R-HSA-1963640,GRB2 events in ERBB2 signaling,Reactome
Q02297,R-HSA-1963642,PI3K events in ERBB2 signaling,Reactome
Q02297,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,Reactome
Q02297,R-HSA-5673001,RAF/MAP kinase cascade,Reactome
Q02297,R-HSA-6785631,ERBB2 Regulates Cell Motility,Reactome
Q02297,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",Reactome
Q02297,R-HSA-8847993,ERBB2 Activates PTK6 Signaling,Reactome
Q02297,R-HSA-8863795,Downregulation of ERBB2 signaling,Reactome
Q02297,R-HSA-9620244,Long-term potentiation,Reactome
Q02297,R-HSA-9664565,Signaling by ERBB2 KD Mutants,Reactome
Q02297,R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants,Reactome
