uniprot_id,pathway_id,pathway_name,pathway_source
P30307,R-HSA-5625740,RHO GTPases activate PKNs,Reactome
P30307,R-HSA-6804114,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,Reactome
P30307,R-HSA-6804115,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,Reactome
P30307,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,Reactome
P30307,R-HSA-75035,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,Reactome
P30307,R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,Reactome
P61266,hsa:112755,,KEGG
P61266,R-HSA-5250971,Toxicity of botulinum toxin type C (botC),Reactome
P61266,R-HSA-5682910,LGI-ADAM interactions,Reactome
Q8N474,hsa:6422,,KEGG
Q8N474,R-HSA-201681,TCF dependent signaling in response to WNT,Reactome
Q8N474,R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,Reactome
Q92833,hsa:3720,,KEGG
Q92833,R-HSA-212300,PRC2 methylates histones and DNA,Reactome
Q9ULV4,hsa:23603,,KEGG
O00305,hsa:785,,KEGG
O00305,R-HSA-112308,Presynaptic depolarization and calcium channel opening,Reactome
O00305,R-HSA-419037,NCAM1 interactions,Reactome
O14617,hsa:8943,,KEGG
O60602,hsa:7100,,KEGG
O60602,R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,Reactome
O60602,R-HSA-5602680,MyD88 deficiency (TLR5),Reactome
O60602,R-HSA-5603037,IRAK4 deficiency (TLR5),Reactome
O60602,R-HSA-975871,MyD88 cascade initiated on plasma membrane,Reactome
O75509,hsa:27242,,KEGG
O75509,R-HSA-1989781,PPARA activates gene expression,Reactome
O95197,hsa:10313,,KEGG
O95197,R-HSA-8849932,Synaptic adhesion-like molecules,Reactome
P14927,hsa:7381,,KEGG
P14927,R-HSA-611105,Respiratory electron transport,Reactome
P14927,R-HSA-9865881,Complex III assembly,Reactome
Q8TCX1,hsa:51626,,KEGG
Q8TCX1,R-HSA-5620924,Intraflagellar transport,Reactome
A1KXE4,hsa:130074,,KEGG
P06737,hsa:5836,,KEGG
P06737,R-HSA-6798695,Neutrophil degranulation,Reactome
P06737,R-HSA-70221,Glycogen breakdown (glycogenolysis),Reactome
P10606,hsa:1329,,KEGG
P10606,R-HSA-5628897,TP53 Regulates Metabolic Genes,Reactome
P10606,R-HSA-611105,Respiratory electron transport,Reactome
P10606,R-HSA-9707564,Cytoprotection by HMOX1,Reactome
P10606,R-HSA-9837999,Mitochondrial protein degradation,Reactome
P10606,R-HSA-9864848,Complex IV assembly,Reactome
P10606,,Energy metabolism; oxidative phosphorylation,UniProt
P43657,hsa:10161,,KEGG
P43657,R-HSA-416476,G alpha (q) signalling events,Reactome
P43657,R-HSA-417957,P2Y receptors,Reactome
Q14571,hsa:3709,,KEGG
Q14571,R-HSA-112043,PLC beta mediated events,Reactome
Q14571,R-HSA-114508,Effects of PIP2 hydrolysis,Reactome
Q14571,R-HSA-139853,Elevation of cytosolic Ca2+ levels,Reactome
Q14571,R-HSA-1489509,DAG and IP3 signaling,Reactome
Q14571,R-HSA-2029485,Role of phospholipids in phagocytosis,Reactome
Q14571,R-HSA-2871809,FCERI mediated Ca+2 mobilization,Reactome
Q14571,R-HSA-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,Reactome
Q14571,R-HSA-4086398,Ca2+ pathway,Reactome
Q14571,R-HSA-422356,Regulation of insulin secretion,Reactome
Q14571,R-HSA-5218921,VEGFR2 mediated cell proliferation,Reactome
Q14571,R-HSA-5578775,Ion homeostasis,Reactome
Q14571,R-HSA-5607763,CLEC7A (Dectin-1) induces NFAT activation,Reactome
Q14571,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,Reactome
Q14571,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,Reactome
Q15349,hsa:6196,,KEGG
Q15349,R-HSA-198753,ERK/MAPK targets,Reactome
Q15349,R-HSA-199920,CREB phosphorylation,Reactome
Q15349,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),Reactome
Q15349,R-HSA-437239,Recycling pathway of L1,Reactome
Q15349,R-HSA-442742,CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,Reactome
Q15349,R-HSA-444257,RSK activation,Reactome
Q15349,R-HSA-881907,Gastrin-CREB signalling pathway via PKC and MAPK,Reactome
Q86YM7,hsa:9456,,KEGG
Q86YM7,R-HSA-6794361,Neurexins and neuroligins,Reactome
Q9BZQ4,hsa:23057,,KEGG
Q9BZQ4,R-HSA-196807,Nicotinate metabolism,Reactome
Q9BZQ4,,Cofactor biosynthesis; NAD(+) biosynthesis; NAD(+) from nicotinamide D-ribonucleotide: step 1/1,UniProt
Q9BZQ4,,Cofactor biosynthesis; NAD(+) biosynthesis; deamido-NAD(+) from nicotinate D-ribonucleotide: step 1/1,UniProt
Q99767,hsa:321,,KEGG
Q99767,R-HSA-6794361,Neurexins and neuroligins,Reactome
O60259,hsa:11202,,KEGG
O60259,R-HSA-6809371,Formation of the cornified envelope,Reactome
P05026,hsa:481,,KEGG
P05026,R-HSA-210991,Basigin interactions,Reactome
P05026,R-HSA-5578775,Ion homeostasis,Reactome
P05026,R-HSA-936837,Ion transport by P-type ATPases,Reactome
P05026,R-HSA-9679191,Potential therapeutics for SARS,Reactome
P25774,hsa:1520,,KEGG
P25774,R-HSA-1236977,Endosomal/Vacuolar pathway,Reactome
P25774,R-HSA-1474228,Degradation of the extracellular matrix,Reactome
P25774,R-HSA-1679131,Trafficking and processing of endosomal TLR,Reactome
P25774,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,Reactome
P25774,R-HSA-2132295,MHC class II antigen presentation,Reactome
P25774,R-HSA-6798695,Neutrophil degranulation,Reactome
P25774,R-HSA-9766229,Degradation of CDH1,Reactome
P48059,hsa:3987,,KEGG
P48059,R-HSA-446353,Cell-extracellular matrix interactions,Reactome
P48059,R-HSA-446388,Regulation of cytoskeletal remodeling and cell spreading by IPP complex components,Reactome
Q14956,hsa:10457,,KEGG
Q14956,R-HSA-8857538,PTK6 promotes HIF1A stabilization,Reactome
Q14BN4,hsa:7871,,KEGG
Q6PI77,hsa:80823,,KEGG
Q6ZMG9,hsa:253782,,KEGG
Q6ZMG9,R-HSA-1660661,Sphingolipid de novo biosynthesis,Reactome
Q6ZMG9,,Lipid metabolism; sphingolipid metabolism,UniProt
Q7Z6G8,hsa:56899,,KEGG
Q96IZ0,hsa:5074,,KEGG
Q9NZI2,hsa:30820,,KEGG
Q9NZI2,R-HSA-5576894,Phase 1 - inactivation of fast Na+ channels,Reactome
Q9UIH9,hsa:28999,,KEGG
Q9UIH9,R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian expression",Reactome
Q9UNE0,hsa:10913,,KEGG
Q9UNE0,R-HSA-5669034,TNFs bind their physiological receptors,Reactome
P09936,hsa:7345,,KEGG
P09936,R-HSA-5689603,UCH proteinases,Reactome
O14576,hsa:1780,,KEGG
O14576,R-HSA-141444,Amplification of signal from unattached kinetochores via a MAD2 inhibitory signal,Reactome
O14576,R-HSA-2132295,MHC class II antigen presentation,Reactome
O14576,R-HSA-2467813,Separation of Sister Chromatids,Reactome
O14576,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,Reactome
O14576,R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,Reactome
O14576,R-HSA-5663220,RHO GTPases Activate Formins,Reactome
O14576,R-HSA-6807878,COPI-mediated anterograde transport,Reactome
O14576,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic,Reactome
O14576,R-HSA-68877,Mitotic Prometaphase,Reactome
O14576,R-HSA-9609690,HCMV Early Events,Reactome
O14576,R-HSA-9646399,Aggrephagy,Reactome
O14576,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,Reactome
O94788,hsa:8854,,KEGG
O94788,R-HSA-5365859,RA biosynthesis pathway,Reactome
O94788,,Cofactor metabolism; retinol metabolism,UniProt
P22695,hsa:7385,,KEGG
P22695,R-HSA-611105,Respiratory electron transport,Reactome
P22695,R-HSA-9837999,Mitochondrial protein degradation,Reactome
P22695,R-HSA-9865881,Complex III assembly,Reactome
P23471,hsa:5803,,KEGG
P23471,R-HSA-449836,Other interleukin signaling,Reactome
P23471,R-HSA-9851151,MDK and PTN in ALK signaling,Reactome
P34998,hsa:104909134,,KEGG
P34998,hsa:1394,,KEGG
P34998,R-HSA-373080,Class B/2 (Secretin family receptors),Reactome
P34998,R-HSA-418555,G alpha (s) signalling events,Reactome
P48169,hsa:2557,,KEGG
P48169,R-HSA-977443,GABA receptor activation,Reactome
P51693,hsa:333,,KEGG
Q01543,hsa:2313,,KEGG
Q01543,R-HSA-9616222,Transcriptional regulation of granulopoiesis,Reactome
Q12882,hsa:1806,,KEGG
Q12882,R-HSA-73621,Pyrimidine catabolism,Reactome
Q12882,,Amino-acid biosynthesis; beta-alanine biosynthesis,UniProt
Q70JA7,hsa:337876,,KEGG
Q70JA7,R-HSA-2022870,CS-GAG biosynthesis,Reactome
Q9C005,hsa:84661,,KEGG
Q9C005,R-HSA-3214841,PKMTs methylate histone lysines,Reactome
Q9C005,R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,Reactome
Q9C005,R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,Reactome
Q9C005,R-HSA-9772755,Formation of WDR5-containing histone-modifying complexes,Reactome
Q9C005,R-HSA-9818564,Epigenetic regulation of gene expression by MLL3 and MLL4 complexes,Reactome
Q9C005,R-HSA-9841922,MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis,Reactome
Q9C005,R-HSA-9944997,Loss of Function of KMT2D in MLL4 Complex Formation in Kabuki Syndrome,Reactome
Q9UN86,hsa:9908,,KEGG
Q9UN86,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,Reactome
Q99714,hsa:3028,,KEGG
Q99714,R-HSA-6785470,tRNA processing in the mitochondrion,Reactome
Q99714,R-HSA-6787450,tRNA modification in the mitochondrion,Reactome
Q99714,R-HSA-70895,Branched-chain amino acid catabolism,Reactome
Q99714,R-HSA-8868766,rRNA processing in the mitochondrion,Reactome
Q99714,R-HSA-9837999,Mitochondrial protein degradation,Reactome
Q99714,,Amino-acid degradation; L-isoleucine degradation,UniProt
Q99714,,Lipid metabolism; fatty acid beta-oxidation,UniProt
Q99714,,Steroid metabolism,UniProt
Q99714,,Lipid metabolism; bile acid biosynthesis,UniProt
O95990,hsa:11170,,KEGG
P02745,hsa:712,,KEGG
P02745,R-HSA-166663,Initial triggering of complement,Reactome
P02745,R-HSA-173623,Classical antibody-mediated complement activation,Reactome
P02745,R-HSA-977606,Regulation of Complement cascade,Reactome
Q5VWX1,hsa:202559,,KEGG
Q5VWX1,R-HSA-8849468,PTK6 Regulates Proteins Involved in RNA Processing,Reactome
O60427,hsa:3992,,KEGG
O60427,R-HSA-1989781,PPARA activates gene expression,Reactome
O60427,R-HSA-2046105,Linoleic acid (LA) metabolism,Reactome
O60427,R-HSA-2046106,alpha-linolenic acid (ALA) metabolism,Reactome
O60427,,Lipid metabolism; polyunsaturated fatty acid biosynthesis,UniProt
P11277,hsa:6710,,KEGG
P11277,R-HSA-375165,NCAM signaling for neurite out-growth,Reactome
P11277,R-HSA-445095,Interaction between L1 and Ankyrins,Reactome
P11277,R-HSA-5673001,RAF/MAP kinase cascade,Reactome
P11277,R-HSA-6807878,COPI-mediated anterograde transport,Reactome
P21281,hsa:526,,KEGG
P21281,R-HSA-1222556,ROS and RNS production in phagocytes,Reactome
P21281,R-HSA-77387,Insulin receptor recycling,Reactome
P21281,R-HSA-917977,Transferrin endocytosis and recycling,Reactome
P21281,R-HSA-9639288,Amino acids regulate mTORC1,Reactome
P21281,R-HSA-983712,Ion channel transport,Reactome
P21281,R-HSA-9857377,Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy,Reactome
P42081,hsa:942,,KEGG
P42081,R-HSA-1257604,PIP3 activates AKT signaling,Reactome
P42081,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,Reactome
P42081,R-HSA-389356,Co-stimulation by CD28,Reactome
P42081,R-HSA-389357,CD28 dependent PI3K/Akt signaling,Reactome
P42081,R-HSA-389359,CD28 dependent Vav1 pathway,Reactome
P42081,R-HSA-389513,Co-inhibition by CTLA4,Reactome
P42081,R-HSA-6783783,Interleukin-10 signaling,Reactome
P42081,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",Reactome
P42263,hsa:2892,,KEGG
P42263,R-HSA-399710,Activation of AMPA receptors,Reactome
P42263,R-HSA-399719,Trafficking of AMPA receptors,Reactome
P42263,R-HSA-416993,Trafficking of GluR2-containing AMPA receptors,Reactome
P42263,R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation",Reactome
P42263,R-HSA-8849932,Synaptic adhesion-like molecules,Reactome
P52803,hsa:1946,,KEGG
P52803,R-HSA-2682334,EPH-Ephrin signaling,Reactome
P52803,R-HSA-3928663,EPHA-mediated growth cone collapse,Reactome
P52803,R-HSA-3928665,EPH-ephrin mediated repulsion of cells,Reactome
P52815,hsa:6182,,KEGG
P52815,R-HSA-5368286,Mitochondrial translation initiation,Reactome
P52815,R-HSA-5389840,Mitochondrial translation elongation,Reactome
P52815,R-HSA-5419276,Mitochondrial translation termination,Reactome
P52815,R-HSA-9837999,Mitochondrial protein degradation,Reactome
P52815,R-HSA-9937383,Mitochondrial ribosome-associated quality control,Reactome
P54756,hsa:2044,,KEGG
P54756,R-HSA-2682334,EPH-Ephrin signaling,Reactome
P54756,R-HSA-3928663,EPHA-mediated growth cone collapse,Reactome
P54756,R-HSA-3928665,EPH-ephrin mediated repulsion of cells,Reactome
P55145,hsa:7873,,KEGG
P55145,R-HSA-114608,Platelet degranulation,Reactome
Q13443,hsa:8754,,KEGG
Q13443,R-HSA-1442490,Collagen degradation,Reactome
Q13492,hsa:8301,,KEGG
Q13492,R-HSA-432722,Golgi Associated Vesicle Biogenesis,Reactome
Q13492,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,Reactome
Q13492,R-HSA-8856828,Clathrin-mediated endocytosis,Reactome
Q13492,R-HSA-9696264,RND3 GTPase cycle,Reactome
Q93050,hsa:535,,KEGG
Q93050,R-HSA-1222556,ROS and RNS production in phagocytes,Reactome
Q93050,R-HSA-6798695,Neutrophil degranulation,Reactome
Q93050,R-HSA-77387,Insulin receptor recycling,Reactome
Q93050,R-HSA-917977,Transferrin endocytosis and recycling,Reactome
Q93050,R-HSA-983712,Ion channel transport,Reactome
Q9UHC6,hsa:26047,,KEGG
Q9ULH0,hsa:57498,,KEGG
Q9ULH0,R-HSA-170984,ARMS-mediated activation,Reactome
Q9ULH0,R-HSA-9696270,RND2 GTPase cycle,Reactome
Q9ULH0,R-HSA-9696273,RND1 GTPase cycle,Reactome
O75306,hsa:4720,,KEGG
O75306,R-HSA-611105,Respiratory electron transport,Reactome
O75306,R-HSA-6799198,Complex I biogenesis,Reactome
P05090,hsa:347,,KEGG
P05090,R-HSA-804914,Transport of fatty acids,Reactome
P05090,R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,Reactome
P08247,hsa:6855,,KEGG
P08247,R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,Reactome
P17600,hsa:6853,,KEGG
P17600,R-HSA-181429,Serotonin Neurotransmitter Release Cycle,Reactome
P17600,R-HSA-212676,Dopamine Neurotransmitter Release Cycle,Reactome
P17600,R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,Reactome
Q63HK5,hsa:57616,,KEGG
Q99062,hsa:1441,,KEGG
Q99062,R-HSA-449836,Other interleukin signaling,Reactome
Q99062,R-HSA-9616222,Transcriptional regulation of granulopoiesis,Reactome
Q99062,R-HSA-9674555,Signaling by CSF3 (G-CSF),Reactome
Q99062,R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling,Reactome
O94911,hsa:10351,,KEGG
O94911,R-HSA-382556,ABC-family proteins mediated transport,Reactome
P21453,hsa:1901,,KEGG
P21453,R-HSA-419408,Lysosphingolipid and LPA receptors,Reactome
P21453,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,Reactome
P21453,R-HSA-9679191,Potential therapeutics for SARS,Reactome
Q13507,hsa:7222,,KEGG
Q13507,R-HSA-114508,Effects of PIP2 hydrolysis,Reactome
Q13507,R-HSA-139853,Elevation of cytosolic Ca2+ levels,Reactome
Q13507,R-HSA-3295583,TRP channels,Reactome
Q13507,R-HSA-418890,Role of second messengers in netrin-1 signaling,Reactome
Q13507,R-HSA-9022699,MECP2 regulates neuronal receptors and channels,Reactome
Q9NX63,hsa:54927,,KEGG
Q9NX63,R-HSA-1268020,Mitochondrial protein import,Reactome
Q9NX63,R-HSA-8949613,Cristae formation,Reactome
Q9NZ45,hsa:55847,,KEGG
P04406,hsa:2597,,KEGG
P04406,R-HSA-70171,Glycolysis,Reactome
P04406,R-HSA-70263,Gluconeogenesis,Reactome
P04406,,Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 1/5,UniProt
O43157,hsa:5364,,KEGG
O43157,R-HSA-416482,G alpha (12/13) signalling events,Reactome
O43157,R-HSA-416550,Sema4D mediated inhibition of cell attachment and migration,Reactome
O43157,R-HSA-416572,Sema4D induced cell migration and growth-cone collapse,Reactome
O43157,R-HSA-9013405,RHOD GTPase cycle,Reactome
P12314,hsa:2209,,KEGG
P12314,R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes),Reactome
P12314,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,Reactome
P12314,R-HSA-2029481,FCGR activation,Reactome
P12314,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,Reactome
P12314,R-HSA-2029485,Role of phospholipids in phagocytosis,Reactome
P12314,R-HSA-877300,Interferon gamma signaling,Reactome
P12314,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,Reactome
P15498,hsa:7409,,KEGG
P15498,R-HSA-114604,GPVI-mediated activation cascade,Reactome
P15498,R-HSA-1257604,PIP3 activates AKT signaling,Reactome
P15498,R-HSA-1433557,Signaling by SCF-KIT,Reactome
P15498,R-HSA-193648,NRAGE signals death through JNK,Reactome
P15498,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,Reactome
P15498,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,Reactome
P15498,R-HSA-2871796,FCERI mediated MAPK activation,Reactome
P15498,R-HSA-2871809,FCERI mediated Ca+2 mobilization,Reactome
P15498,R-HSA-389359,CD28 dependent Vav1 pathway,Reactome
P15498,R-HSA-416482,G alpha (12/13) signalling events,Reactome
P15498,R-HSA-4420097,VEGFA-VEGFR2 Pathway,Reactome
P15498,R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",Reactome
P15498,R-HSA-5218920,VEGFR2 mediated vascular permeability,Reactome
P15498,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",Reactome
P15498,R-HSA-8980692,RHOA GTPase cycle,Reactome
P15498,R-HSA-9013149,RAC1 GTPase cycle,Reactome
P15498,R-HSA-9013404,RAC2 GTPase cycle,Reactome
P15498,R-HSA-9013408,RHOG GTPase cycle,Reactome
P15498,R-HSA-9027284,Erythropoietin activates RAS,Reactome
P15498,R-HSA-912631,Regulation of signaling by CBL,Reactome
P15498,R-HSA-9664422,FCGR3A-mediated phagocytosis,Reactome
P15498,R-HSA-9679191,Potential therapeutics for SARS,Reactome
P15498,R-HSA-9748787,Azathioprine ADME,Reactome
P15498,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,Reactome
Q5JVS0,hsa:22927,,KEGG
Q5JVS0,R-HSA-114608,Platelet degranulation,Reactome
Q6UXX9,hsa:340419,,KEGG
Q6UXX9,R-HSA-4641263,Regulation of FZD by ubiquitination,Reactome
Q92879,hsa:10658,,KEGG
Q96C10,hsa:79132,,KEGG
Q96C10,R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,Reactome
Q9NZQ3,hsa:51517,,KEGG
Q9NZQ3,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,Reactome
Q9NZQ3,R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,Reactome
Q9NZQ3,R-HSA-9664422,FCGR3A-mediated phagocytosis,Reactome
Q9UGI6,hsa:3782,,KEGG
Q9UGI6,R-HSA-1296052,Ca2+ activated K+ channels,Reactome
O95237,hsa:9227,,KEGG
O95237,R-HSA-2453902,The canonical retinoid cycle in rods (twilight vision),Reactome
O95237,R-HSA-975634,Retinoid metabolism and transport,Reactome
O95237,R-HSA-9918442,Defective visual phototransduction due to LRAT loss of function,Reactome
O95237,,Cofactor metabolism; retinol metabolism,UniProt
O95782,hsa:160,,KEGG
O95782,R-HSA-167590,Nef Mediated CD4 Down-regulation,Reactome
O95782,R-HSA-177504,Retrograde neurotrophin signalling,Reactome
O95782,R-HSA-182218,Nef Mediated CD8 Down-regulation,Reactome
O95782,R-HSA-2132295,MHC class II antigen presentation,Reactome
O95782,R-HSA-3928665,EPH-ephrin mediated repulsion of cells,Reactome
O95782,R-HSA-416993,Trafficking of GluR2-containing AMPA receptors,Reactome
O95782,R-HSA-437239,Recycling pathway of L1,Reactome
O95782,R-HSA-5099900,WNT5A-dependent internalization of FZD4,Reactome
O95782,R-HSA-5140745,"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",Reactome
O95782,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,Reactome
O95782,R-HSA-8856828,Clathrin-mediated endocytosis,Reactome
O95782,R-HSA-8866427,VLDLR internalisation and degradation,Reactome
O95782,R-HSA-8964038,LDL clearance,Reactome
O95782,R-HSA-9679191,Potential therapeutics for SARS,Reactome
P04179,hsa:6648,,KEGG
P04179,R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis,Reactome
P04179,R-HSA-3299685,Detoxification of Reactive Oxygen Species,Reactome
P04179,R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,Reactome
P04179,R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,Reactome
P04179,R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",Reactome
P04179,R-HSA-9841251,Mitochondrial unfolded protein response (UPRmt),Reactome
P35241,hsa:5962,,KEGG
P35241,R-HSA-437239,Recycling pathway of L1,Reactome
P35241,R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,Reactome
P35241,R-HSA-9662361,Sensory processing of sound by outer hair cells of the cochlea,Reactome
P49821,hsa:4723,,KEGG
P49821,R-HSA-611105,Respiratory electron transport,Reactome
P49821,R-HSA-6799198,Complex I biogenesis,Reactome
P49821,R-HSA-9837999,Mitochondrial protein degradation,Reactome
Q15276,hsa:9135,,KEGG
Q15276,R-HSA-8854214,TBC/RABGAPs,Reactome
Q5VZY2,hsa:196051,,KEGG
Q5VZY2,R-HSA-2029485,Role of phospholipids in phagocytosis,Reactome
Q5VZY2,,Lipid metabolism; phospholipid metabolism,UniProt
Q96RT1,hsa:55914,,KEGG
Q96RT1,R-HSA-1227986,Signaling by ERBB2,Reactome
Q96RT1,R-HSA-8863795,Downregulation of ERBB2 signaling,Reactome
Q96RT1,R-HSA-8980692,RHOA GTPase cycle,Reactome
Q96RT1,R-HSA-9013026,RHOB GTPase cycle,Reactome
Q96RT1,R-HSA-9013106,RHOC GTPase cycle,Reactome
Q96RT1,R-HSA-9013149,RAC1 GTPase cycle,Reactome
Q96RT1,R-HSA-9013404,RAC2 GTPase cycle,Reactome
Q96RT1,R-HSA-9013408,RHOG GTPase cycle,Reactome
Q96RT1,R-HSA-9013423,RAC3 GTPase cycle,Reactome
Q96RT1,R-HSA-9634285,Constitutive Signaling by Overexpressed ERBB2,Reactome
Q96RT1,R-HSA-9652282,Drug-mediated inhibition of ERBB2 signaling,Reactome
Q96RT1,R-HSA-9664565,Signaling by ERBB2 KD Mutants,Reactome
Q96RT1,R-HSA-9665233,Resistance of ERBB2 KD mutants to trastuzumab,Reactome
Q96RT1,R-HSA-9665244,Resistance of ERBB2 KD mutants to sapitinib,Reactome
Q96RT1,R-HSA-9665245,Resistance of ERBB2 KD mutants to tesevatinib,Reactome
Q96RT1,R-HSA-9665246,Resistance of ERBB2 KD mutants to neratinib,Reactome
Q96RT1,R-HSA-9665247,Resistance of ERBB2 KD mutants to osimertinib,Reactome
Q96RT1,R-HSA-9665249,Resistance of ERBB2 KD mutants to afatinib,Reactome
Q96RT1,R-HSA-9665250,Resistance of ERBB2 KD mutants to AEE788,Reactome
Q96RT1,R-HSA-9665251,Resistance of ERBB2 KD mutants to lapatinib,Reactome
Q96RT1,R-HSA-9665348,Signaling by ERBB2 ECD mutants,Reactome
Q96RT1,R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants,Reactome
Q96RT1,R-HSA-9665737,Drug resistance in ERBB2 TMD/JMD mutants,Reactome
Q9P2A4,hsa:51225,,KEGG
Q9UL25,hsa:23011,,KEGG
Q9UL25,R-HSA-8873719,RAB geranylgeranylation,Reactome
Q9UL25,R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs,Reactome
Q9UM01,hsa:9056,,KEGG
Q9UM01,R-HSA-210991,Basigin interactions,Reactome
Q9UM01,R-HSA-352230,Amino acid transport across the plasma membrane,Reactome
Q9UM01,R-HSA-5660862,Defective SLC7A7 causes lysinuric protein intolerance (LPI),Reactome
Q9Y2M0,hsa:22909,,KEGG
Q9Y2M0,R-HSA-6783310,Fanconi Anemia Pathway,Reactome
A2RRP1,hsa:51594,,KEGG
A2RRP1,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,Reactome
O14775,hsa:10681,,KEGG
O14775,R-HSA-1296041,Activation of G protein gated Potassium channels,Reactome
O14775,R-HSA-202040,G-protein activation,Reactome
O14775,R-HSA-2514859,"Inactivation, recovery and regulation of the phototransduction cascade",Reactome
O14775,R-HSA-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,Reactome
O14775,R-HSA-392170,ADP signalling through P2Y purinoceptor 12,Reactome
O14775,R-HSA-392451,G beta:gamma signalling through PI3Kgamma,Reactome
O14775,R-HSA-392851,Prostacyclin signalling through prostacyclin receptor,Reactome
O14775,R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion",Reactome
O14775,R-HSA-4086398,Ca2+ pathway,Reactome
O14775,R-HSA-416476,G alpha (q) signalling events,Reactome
O14775,R-HSA-416482,G alpha (12/13) signalling events,Reactome
O14775,R-HSA-418217,G beta:gamma signalling through PLC beta,Reactome
O14775,R-HSA-418555,G alpha (s) signalling events,Reactome
O14775,R-HSA-418592,ADP signalling through P2Y purinoceptor 1,Reactome
O14775,R-HSA-418594,G alpha (i) signalling events,Reactome
O14775,R-HSA-418597,G alpha (z) signalling events,Reactome
O14775,R-HSA-420092,Glucagon-type ligand receptors,Reactome
O14775,R-HSA-428930,Thromboxane signalling through TP receptor,Reactome
O14775,R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins,Reactome
O14775,R-HSA-456926,Thrombin signalling through proteinase activated receptors (PARs),Reactome
O14775,R-HSA-500657,Presynaptic function of Kainate receptors,Reactome
O14775,R-HSA-6814122,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,Reactome
O14775,R-HSA-8964315,G beta:gamma signalling through BTK,Reactome
