uniprot_id,chebi_id,link_type
Q10471,CHEBI:15378,substrate/product
Q10471,CHEBI:29999,substrate/product
Q10471,CHEBI:53604,substrate/product
Q10471,CHEBI:58223,substrate/product
Q10471,CHEBI:67138,substrate/product
Q10471,CHEBI:30013,substrate/product
Q10471,CHEBI:87075,substrate/product
Q10471,CHEBI:29035,cofactor
Q13572,CHEBI:15378,substrate/product
Q13572,CHEBI:30616,substrate/product
Q13572,CHEBI:57539,substrate/product
Q13572,CHEBI:57733,substrate/product
Q13572,CHEBI:456216,substrate/product
Q13572,CHEBI:57895,substrate/product
Q13572,CHEBI:58414,substrate/product
Q13572,CHEBI:57660,substrate/product
Q13572,CHEBI:189099,substrate/product
Q13572,CHEBI:18420,cofactor
P08559,CHEBI:15361,substrate/product
P08559,CHEBI:15378,substrate/product
P08559,CHEBI:16526,substrate/product
P08559,CHEBI:83099,substrate/product
P08559,CHEBI:83111,substrate/product
P08559,CHEBI:58937,cofactor
P08559,CHEBI:18420,cofactor
P11150,CHEBI:15377,substrate/product
P11150,CHEBI:15378,substrate/product
P11150,CHEBI:17855,substrate/product
P11150,CHEBI:18035,substrate/product
P11150,CHEBI:28868,substrate/product
P11150,CHEBI:16870,substrate/product
P11150,CHEBI:58168,substrate/product
P11150,CHEBI:57643,substrate/product
P11150,CHEBI:57875,substrate/product
P11150,CHEBI:30823,substrate/product
P11150,CHEBI:53753,substrate/product
P11150,CHEBI:75945,substrate/product
P11150,CHEBI:74669,substrate/product
P11150,CHEBI:76083,substrate/product
P11150,CHEBI:17968,substrate/product
P11150,CHEBI:35020,substrate/product
P11150,CHEBI:76478,substrate/product
P11150,CHEBI:7896,substrate/product
P11150,CHEBI:64563,substrate/product
P11150,CHEBI:72999,substrate/product
P11150,CHEBI:52333,substrate/product
P11150,CHEBI:73990,substrate/product
P11150,CHEBI:75824,substrate/product
P11150,CHEBI:64765,substrate/product
P11150,CHEBI:74617,substrate/product
P11150,CHEBI:72998,substrate/product
P11150,CHEBI:75735,substrate/product
P11150,CHEBI:75938,substrate/product
P21579,CHEBI:29108,cofactor
P28331,CHEBI:15378,substrate/product
P28331,CHEBI:16389,substrate/product
P28331,CHEBI:17976,substrate/product
P28331,CHEBI:57540,substrate/product
P28331,CHEBI:57945,substrate/product
P28331,CHEBI:190135,cofactor
P28331,CHEBI:49883,cofactor
P54577,CHEBI:15378,substrate/product
P54577,CHEBI:30616,substrate/product
P54577,CHEBI:33019,substrate/product
P54577,CHEBI:58315,substrate/product
P54577,CHEBI:78442,substrate/product
P54577,CHEBI:78536,substrate/product
P54577,CHEBI:456215,substrate/product
Q9UBE8,CHEBI:15378,substrate/product
Q9UBE8,CHEBI:29999,substrate/product
Q9UBE8,CHEBI:30616,substrate/product
Q9UBE8,CHEBI:83421,substrate/product
Q9UBE8,CHEBI:456216,substrate/product
Q9UBE8,CHEBI:30013,substrate/product
Q9UBE8,CHEBI:61977,substrate/product
Q9UBE8,CHEBI:18420,cofactor
Q9UKV0,CHEBI:15377,substrate/product
Q9UKV0,CHEBI:29969,substrate/product
Q9UKV0,CHEBI:30089,substrate/product
Q9UKV0,CHEBI:61930,substrate/product
P20336,CHEBI:15377,substrate/product
P20336,CHEBI:15378,substrate/product
P20336,CHEBI:37565,substrate/product
P20336,CHEBI:43474,substrate/product
P20336,CHEBI:58189,substrate/product
P20336,CHEBI:18420,cofactor
P30041,CHEBI:15377,substrate/product
P30041,CHEBI:30879,substrate/product
P30041,CHEBI:35924,substrate/product
P30041,CHEBI:57925,substrate/product
P30041,CHEBI:58297,substrate/product
P30041,CHEBI:15378,substrate/product
P30041,CHEBI:28868,substrate/product
P30041,CHEBI:57643,substrate/product
P30041,CHEBI:58168,substrate/product
P30041,CHEBI:57287,substrate/product
P30041,CHEBI:58342,substrate/product
P30041,CHEBI:57379,substrate/product
P30041,CHEBI:72998,substrate/product
P30041,CHEBI:72999,substrate/product
P30041,CHEBI:7896,substrate/product
Q04609,CHEBI:29105,cofactor
Q7LG56,CHEBI:15377,substrate/product
Q7LG56,CHEBI:29950,substrate/product
Q7LG56,CHEBI:50058,substrate/product
Q7LG56,CHEBI:57930,substrate/product
Q7LG56,CHEBI:73316,substrate/product
Q7LG56,CHEBI:24875,cofactor
Q7Z4N2,CHEBI:29108,substrate/product
Q7Z4N2,CHEBI:18420,substrate/product
Q7Z4N2,CHEBI:29035,substrate/product
Q7Z4N2,CHEBI:49786,substrate/product
Q9BQB6,CHEBI:15377,substrate/product
Q9BQB6,CHEBI:15759,substrate/product
Q9BQB6,CHEBI:18067,substrate/product
Q9BQB6,CHEBI:29950,substrate/product
Q9BQB6,CHEBI:50058,substrate/product
Q9BQB6,CHEBI:28433,substrate/product
P52888,CHEBI:29105,cofactor
Q01814,CHEBI:15377,substrate/product
Q01814,CHEBI:15378,substrate/product
Q01814,CHEBI:29108,substrate/product
Q01814,CHEBI:30616,substrate/product
Q01814,CHEBI:43474,substrate/product
Q01814,CHEBI:456216,substrate/product
Q8N5Z0,CHEBI:16810,substrate/product
Q8N5Z0,CHEBI:29985,substrate/product
Q8N5Z0,CHEBI:36655,substrate/product
Q8N5Z0,CHEBI:57305,substrate/product
Q8N5Z0,CHEBI:15377,substrate/product
Q8N5Z0,CHEBI:57959,substrate/product
Q8N5Z0,CHEBI:58454,substrate/product
Q8N5Z0,CHEBI:58125,substrate/product
Q8N5Z0,CHEBI:71201,substrate/product
Q8N5Z0,CHEBI:35177,substrate/product
Q8N5Z0,CHEBI:58455,substrate/product
Q8N5Z0,CHEBI:18005,substrate/product
Q8N5Z0,CHEBI:58095,substrate/product
Q8N5Z0,CHEBI:16723,substrate/product
Q8N5Z0,CHEBI:57844,substrate/product
Q8N5Z0,CHEBI:35235,substrate/product
Q8N5Z0,CHEBI:57678,substrate/product
Q8N5Z0,CHEBI:17640,substrate/product
Q8N5Z0,CHEBI:57912,substrate/product
Q8N5Z0,CHEBI:28644,substrate/product
Q8N5Z0,CHEBI:58441,substrate/product
Q8N5Z0,CHEBI:17865,substrate/product
Q8N5Z0,CHEBI:57427,substrate/product
Q8N5Z0,CHEBI:57499,substrate/product
Q8N5Z0,CHEBI:58672,substrate/product
Q8N5Z0,CHEBI:36242,substrate/product
Q8N5Z0,CHEBI:58315,substrate/product
Q8N5Z0,CHEBI:16763,substrate/product
Q8N5Z0,CHEBI:74359,substrate/product
Q8N5Z0,CHEBI:597326,cofactor
Q9NR82,CHEBI:29103,substrate/product
P11586,CHEBI:15636,substrate/product
P11586,CHEBI:57455,substrate/product
P11586,CHEBI:57783,substrate/product
P11586,CHEBI:58349,substrate/product
P11586,CHEBI:15377,substrate/product
P11586,CHEBI:15378,substrate/product
P11586,CHEBI:195366,substrate/product
P11586,CHEBI:15740,substrate/product
P11586,CHEBI:30616,substrate/product
P11586,CHEBI:43474,substrate/product
P11586,CHEBI:57453,substrate/product
P11586,CHEBI:456216,substrate/product
P06733,CHEBI:15377,substrate/product
P06733,CHEBI:58289,substrate/product
P06733,CHEBI:58702,substrate/product
P06733,CHEBI:18420,cofactor
P06744,CHEBI:57634,substrate/product
P06744,CHEBI:58225,substrate/product
P06744,CHEBI:58247,substrate/product
P06744,CHEBI:234464,substrate/product
P06744,CHEBI:60332,substrate/product
P06744,CHEBI:234465,substrate/product
P06744,CHEBI:58735,substrate/product
P06744,CHEBI:61548,substrate/product
P47985,CHEBI:15378,substrate/product
P47985,CHEBI:24646,substrate/product
P47985,CHEBI:29033,substrate/product
P47985,CHEBI:29034,substrate/product
P47985,CHEBI:132124,substrate/product
P47985,CHEBI:190135,cofactor
Q16832,CHEBI:15378,substrate/product
Q16832,CHEBI:30616,substrate/product
Q16832,CHEBI:46858,substrate/product
Q16832,CHEBI:61978,substrate/product
Q16832,CHEBI:456216,substrate/product
Q8IXQ6,CHEBI:17154,substrate/product
Q8IXQ6,CHEBI:57540,substrate/product
Q8IXQ6,CHEBI:83148,substrate/product
Q8IXQ6,CHEBI:142558,substrate/product
O95864,CHEBI:15377,substrate/product
O95864,CHEBI:15378,substrate/product
O95864,CHEBI:15379,substrate/product
O95864,CHEBI:29033,substrate/product
O95864,CHEBI:29034,substrate/product
O95864,CHEBI:57363,substrate/product
O95864,CHEBI:57383,substrate/product
O95864,CHEBI:71489,substrate/product
O95864,CHEBI:74034,substrate/product
O95864,CHEBI:57379,substrate/product
O95864,CHEBI:74339,substrate/product
O95864,CHEBI:74083,substrate/product
O95864,CHEBI:74086,substrate/product
O95864,CHEBI:74296,substrate/product
O95864,CHEBI:85652,substrate/product
O95864,CHEBI:74264,substrate/product
O95864,CHEBI:76410,substrate/product
O95864,CHEBI:74265,substrate/product
O95864,CHEBI:74328,substrate/product
P0DMM9,CHEBI:15378,substrate/product
P0DMM9,CHEBI:33853,substrate/product
P0DMM9,CHEBI:58339,substrate/product
P0DMM9,CHEBI:58343,substrate/product
P0DMM9,CHEBI:140317,substrate/product
P0DMM9,CHEBI:57917,substrate/product
P0DMM9,CHEBI:140994,substrate/product
P0DMM9,CHEBI:59905,substrate/product
P0DMM9,CHEBI:133524,substrate/product
P0DMM9,CHEBI:133529,substrate/product
P0DMM9,CHEBI:233042,substrate/product
P0DMM9,CHEBI:350546,substrate/product
P0DMM9,CHEBI:71406,substrate/product
P0DMM9,CHEBI:233043,substrate/product
P0DMM9,CHEBI:72587,substrate/product
P0DMM9,CHEBI:233044,substrate/product
P0DMM9,CHEBI:176511,substrate/product
P0DMM9,CHEBI:533015,substrate/product
P0DMM9,CHEBI:57261,substrate/product
P0DMM9,CHEBI:176513,substrate/product
P0DMM9,CHEBI:176514,substrate/product
P0DMM9,CHEBI:176515,substrate/product
P0DMM9,CHEBI:58448,substrate/product
P0DMM9,CHEBI:176512,substrate/product
P32929,CHEBI:15377,substrate/product
P32929,CHEBI:16763,substrate/product
P32929,CHEBI:28938,substrate/product
P32929,CHEBI:35235,substrate/product
P32929,CHEBI:58161,substrate/product
P32929,CHEBI:15361,substrate/product
P32929,CHEBI:15378,substrate/product
P32929,CHEBI:29919,substrate/product
P32929,CHEBI:58199,substrate/product
P32929,CHEBI:57476,substrate/product
P32929,CHEBI:57843,substrate/product
P32929,CHEBI:62226,substrate/product
P32929,CHEBI:597326,cofactor
P11182,CHEBI:57287,substrate/product
P11182,CHEBI:57338,substrate/product
P11182,CHEBI:83100,substrate/product
P11182,CHEBI:83142,substrate/product
P11182,CHEBI:57345,substrate/product
P11182,CHEBI:233973,substrate/product
P11182,CHEBI:88166,substrate/product
P11182,CHEBI:233974,substrate/product
P11182,CHEBI:83088,cofactor
P46721,CHEBI:36257,substrate/product
P46721,CHEBI:29746,substrate/product
P46721,CHEBI:9407,substrate/product
P46721,CHEBI:132028,substrate/product
P46721,CHEBI:57905,substrate/product
P46721,CHEBI:60050,substrate/product
P46721,CHEBI:57261,substrate/product
P46721,CHEBI:58448,substrate/product
P46721,CHEBI:36261,substrate/product
P46721,CHEBI:82982,substrate/product
P46721,CHEBI:36252,substrate/product
P46721,CHEBI:132030,substrate/product
P46721,CHEBI:82961,substrate/product
P46721,CHEBI:606564,substrate/product
P46721,CHEBI:190692,substrate/product
Q9H4L5,CHEBI:57643,substrate/product
Q9H4L5,CHEBI:58178,substrate/product
Q9Y4D2,CHEBI:15377,substrate/product
Q9Y4D2,CHEBI:15378,substrate/product
Q9Y4D2,CHEBI:17389,substrate/product
Q9Y4D2,CHEBI:17815,substrate/product
Q9Y4D2,CHEBI:28868,substrate/product
Q9Y4D2,CHEBI:25629,substrate/product
Q9Y4D2,CHEBI:52392,substrate/product
Q9Y4D2,CHEBI:75728,substrate/product
Q9Y4D2,CHEBI:30823,substrate/product
Q9Y4D2,CHEBI:52333,substrate/product
Q9Y4D2,CHEBI:73990,substrate/product
Q9Y4D2,CHEBI:75449,substrate/product
Q9Y4D2,CHEBI:75448,substrate/product
Q9Y4D2,CHEBI:75456,substrate/product
Q9Y4D2,CHEBI:75450,substrate/product
Q9Y4D2,CHEBI:75457,substrate/product
Q9Y4D2,CHEBI:75913,substrate/product
Q9Y4D2,CHEBI:75914,substrate/product
Q9Y4D2,CHEBI:29108,cofactor
Q9Y697,CHEBI:29917,substrate/product
Q9Y697,CHEBI:35235,substrate/product
Q9Y697,CHEBI:57972,substrate/product
Q9Y697,CHEBI:64428,substrate/product
Q9Y697,CHEBI:29950,substrate/product
Q9Y697,CHEBI:61963,substrate/product
Q9Y697,CHEBI:597326,cofactor
P27338,CHEBI:15377,substrate/product
P27338,CHEBI:15379,substrate/product
P27338,CHEBI:16240,substrate/product
P27338,CHEBI:17478,substrate/product
P27338,CHEBI:58855,substrate/product
P27338,CHEBI:65296,substrate/product
P27338,CHEBI:59338,substrate/product
P27338,CHEBI:71406,substrate/product
P27338,CHEBI:180943,substrate/product
P27338,CHEBI:28938,substrate/product
P27338,CHEBI:228804,substrate/product
P27338,CHEBI:17169,substrate/product
P27338,CHEBI:225238,substrate/product
P27338,CHEBI:27978,substrate/product
P27338,CHEBI:59905,substrate/product
P27338,CHEBI:15621,substrate/product
P27338,CHEBI:327995,substrate/product
P27338,CHEBI:72587,substrate/product
P27338,CHEBI:16424,substrate/product
P27338,CHEBI:225237,substrate/product
P27338,CHEBI:7386,substrate/product
P27338,CHEBI:58263,substrate/product
P27338,CHEBI:57692,cofactor
P31040,CHEBI:16389,substrate/product
P31040,CHEBI:17976,substrate/product
P31040,CHEBI:29806,substrate/product
P31040,CHEBI:30031,substrate/product
P31040,CHEBI:15588,substrate/product
P31040,CHEBI:17479,substrate/product
P31040,CHEBI:24646,substrate/product
P31040,CHEBI:132124,substrate/product
P31040,CHEBI:15589,substrate/product
P31040,CHEBI:57692,cofactor
P47870,CHEBI:17996,substrate/product
Q9NR71,CHEBI:15377,substrate/product
Q9NR71,CHEBI:28868,substrate/product
Q9NR71,CHEBI:52639,substrate/product
Q9NR71,CHEBI:57756,substrate/product
Q9NR71,CHEBI:18262,substrate/product
Q9NR71,CHEBI:72956,substrate/product
Q9NR71,CHEBI:7896,substrate/product
Q9NR71,CHEBI:72959,substrate/product
Q9NR71,CHEBI:25646,substrate/product
Q9NR71,CHEBI:45815,substrate/product
Q9NR71,CHEBI:17120,substrate/product
Q9NR71,CHEBI:63867,substrate/product
Q9NR71,CHEBI:25629,substrate/product
Q9NR71,CHEBI:72961,substrate/product
Q9NR71,CHEBI:30807,substrate/product
Q9NR71,CHEBI:72957,substrate/product
Q9NR71,CHEBI:30823,substrate/product
Q9NR71,CHEBI:77996,substrate/product
Q9NR71,CHEBI:32392,substrate/product
Q9NR71,CHEBI:74450,substrate/product
Q9NR71,CHEBI:57817,substrate/product
Q9NR71,CHEBI:67042,substrate/product
Q9NR71,CHEBI:67033,substrate/product
Q9NR71,CHEBI:29105,cofactor
Q92499,CHEBI:15377,substrate/product
Q92499,CHEBI:15378,substrate/product
Q92499,CHEBI:30616,substrate/product
Q92499,CHEBI:43474,substrate/product
Q92499,CHEBI:456216,substrate/product
O14880,CHEBI:57463,substrate/product
O14880,CHEBI:57925,substrate/product
O14880,CHEBI:57973,substrate/product
O14880,CHEBI:85236,substrate/product
O14880,CHEBI:194498,substrate/product
O14880,CHEBI:15377,substrate/product
O14880,CHEBI:57450,substrate/product
O14880,CHEBI:58297,substrate/product
O14880,CHEBI:90632,substrate/product
P09622,CHEBI:15378,substrate/product
P09622,CHEBI:57540,substrate/product
P09622,CHEBI:57945,substrate/product
P09622,CHEBI:83099,substrate/product
P09622,CHEBI:83100,substrate/product
P09622,CHEBI:57692,cofactor
P16885,CHEBI:15377,substrate/product
P16885,CHEBI:15378,substrate/product
P16885,CHEBI:17815,substrate/product
P16885,CHEBI:58456,substrate/product
P16885,CHEBI:203600,substrate/product
P16885,CHEBI:29108,cofactor
P20020,CHEBI:15377,substrate/product
P20020,CHEBI:15378,substrate/product
P20020,CHEBI:29108,substrate/product
P20020,CHEBI:30616,substrate/product
P20020,CHEBI:43474,substrate/product
P20020,CHEBI:456216,substrate/product
Q7L5A8,CHEBI:15377,substrate/product
Q7L5A8,CHEBI:15378,substrate/product
Q7L5A8,CHEBI:15379,substrate/product
Q7L5A8,CHEBI:29033,substrate/product
Q7L5A8,CHEBI:29034,substrate/product
Q7L5A8,CHEBI:76177,substrate/product
Q7L5A8,CHEBI:83955,substrate/product
Q7L5A8,CHEBI:7896,substrate/product
Q7L5A8,CHEBI:75927,substrate/product
Q7L5A8,CHEBI:25629,substrate/product
Q7L5A8,CHEBI:57562,substrate/product
Q7L5A8,CHEBI:23858,substrate/product
Q7L5A8,CHEBI:76722,substrate/product
Q7L5A8,CHEBI:31014,substrate/product
Q7L5A8,CHEBI:75935,substrate/product
Q7L5A8,CHEBI:29105,cofactor
Q96BZ4,CHEBI:13197,substrate/product
Q96BZ4,CHEBI:15377,substrate/product
Q96BZ4,CHEBI:15378,substrate/product
Q96BZ4,CHEBI:138284,substrate/product
Q96BZ4,CHEBI:231871,substrate/product
Q96BZ4,CHEBI:60837,substrate/product
Q96BZ4,CHEBI:231870,substrate/product
Q96BZ4,CHEBI:131705,substrate/product
Q96BZ4,CHEBI:136416,substrate/product
Q96BZ4,CHEBI:231873,substrate/product
Q96BZ4,CHEBI:43474,substrate/product
Q96BZ4,CHEBI:136412,substrate/product
Q96BZ4,CHEBI:17754,substrate/product
Q96BZ4,CHEBI:64683,substrate/product
Q96BZ4,CHEBI:77717,substrate/product
Q96BZ4,CHEBI:232393,substrate/product
Q96BZ4,CHEBI:75757,substrate/product
Q96BZ4,CHEBI:139150,substrate/product
Q96BZ4,CHEBI:232394,substrate/product
Q9UQ90,CHEBI:15377,substrate/product
Q9UQ90,CHEBI:15378,substrate/product
Q9UQ90,CHEBI:30616,substrate/product
Q9UQ90,CHEBI:43474,substrate/product
Q9UQ90,CHEBI:456216,substrate/product
Q9UQ90,CHEBI:29105,cofactor
Q9Y233,CHEBI:15377,substrate/product
Q9Y233,CHEBI:15378,substrate/product
Q9Y233,CHEBI:57867,substrate/product
Q9Y233,CHEBI:58464,substrate/product
Q9Y233,CHEBI:58165,substrate/product
Q9Y233,CHEBI:456215,substrate/product
Q9Y233,CHEBI:57746,substrate/product
Q9Y233,CHEBI:58115,substrate/product
Q9Y233,CHEBI:60240,cofactor
Q9UK17,CHEBI:29103,substrate/product
P24557,CHEBI:57405,substrate/product
P24557,CHEBI:57445,substrate/product
P24557,CHEBI:90694,substrate/product
P24557,CHEBI:566274,substrate/product
P24557,CHEBI:15377,substrate/product
P24557,CHEBI:59720,substrate/product
P24557,CHEBI:131859,substrate/product
P24557,CHEBI:57410,substrate/product
P24557,CHEBI:57446,substrate/product
P24557,CHEBI:13193,substrate/product
P24557,CHEBI:17499,substrate/product
P24557,CHEBI:57409,substrate/product
P24557,CHEBI:30413,cofactor
P38606,CHEBI:15377,substrate/product
P38606,CHEBI:15378,substrate/product
P38606,CHEBI:30616,substrate/product
P38606,CHEBI:43474,substrate/product
P38606,CHEBI:456216,substrate/product
P51857,CHEBI:15378,substrate/product
P51857,CHEBI:16074,substrate/product
P51857,CHEBI:16175,substrate/product
P51857,CHEBI:57783,substrate/product
P51857,CHEBI:58349,substrate/product
P51857,CHEBI:16962,substrate/product
P51857,CHEBI:18093,substrate/product
P51857,CHEBI:732,substrate/product
P51857,CHEBI:17650,substrate/product
P51857,CHEBI:16827,substrate/product
P51857,CHEBI:86381,substrate/product
P51857,CHEBI:2288,substrate/product
P51857,CHEBI:28477,substrate/product
P51857,CHEBI:2290,substrate/product
P51857,CHEBI:17899,substrate/product
P51857,CHEBI:42534,substrate/product
P51857,CHEBI:86377,substrate/product
P51857,CHEBI:16422,substrate/product
P51857,CHEBI:16985,substrate/product
P51857,CHEBI:17026,substrate/product
P51857,CHEBI:30154,substrate/product
P51857,CHEBI:16973,substrate/product
P51857,CHEBI:86384,substrate/product
P51857,CHEBI:27584,substrate/product
P51857,CHEBI:86389,substrate/product
P51857,CHEBI:34584,substrate/product
P51857,CHEBI:87331,substrate/product
P51857,CHEBI:7466,substrate/product
P51857,CHEBI:87333,substrate/product
P51857,CHEBI:2150,substrate/product
P51857,CHEBI:17347,substrate/product
P51857,CHEBI:2495,substrate/product
P51857,CHEBI:34133,substrate/product
P12235,CHEBI:30616,substrate/product
P12235,CHEBI:456216,substrate/product
P12235,CHEBI:15378,substrate/product
Q9NST1,CHEBI:57287,substrate/product
Q9NST1,CHEBI:57970,substrate/product
Q9NST1,CHEBI:58342,substrate/product
Q9NST1,CHEBI:58608,substrate/product
Q9NST1,CHEBI:15377,substrate/product
Q9NST1,CHEBI:15378,substrate/product
Q9NST1,CHEBI:17855,substrate/product
Q9NST1,CHEBI:18035,substrate/product
Q9NST1,CHEBI:28868,substrate/product
Q9NST1,CHEBI:17754,substrate/product
Q9NST1,CHEBI:35759,substrate/product
Q9NST1,CHEBI:47777,substrate/product
Q9NST1,CHEBI:49172,substrate/product
Q9NST1,CHEBI:57387,substrate/product
Q9NST1,CHEBI:74544,substrate/product
Q9NST1,CHEBI:74546,substrate/product
Q9NST1,CHEBI:57379,substrate/product
Q9NST1,CHEBI:74551,substrate/product
Q9NST1,CHEBI:57383,substrate/product
Q9NST1,CHEBI:74563,substrate/product
Q9NST1,CHEBI:57368,substrate/product
Q9NST1,CHEBI:74928,substrate/product
Q9NST1,CHEBI:52323,substrate/product
Q9NST1,CHEBI:75342,substrate/product
Q9NST1,CHEBI:53753,substrate/product
Q9NST1,CHEBI:75735,substrate/product
Q9NST1,CHEBI:30823,substrate/product
Q9NST1,CHEBI:57643,substrate/product
Q9NST1,CHEBI:58168,substrate/product
Q9P0L9,CHEBI:29108,substrate/product
Q9P0L9,CHEBI:29101,substrate/product
Q9P0L9,CHEBI:29103,substrate/product
Q9P0L9,CHEBI:18420,substrate/product
P42338,CHEBI:15378,substrate/product
P42338,CHEBI:30616,substrate/product
P42338,CHEBI:57836,substrate/product
P42338,CHEBI:58456,substrate/product
P42338,CHEBI:456216,substrate/product
P42338,CHEBI:77137,substrate/product
P42338,CHEBI:83243,substrate/product
P42338,CHEBI:29999,substrate/product
P42338,CHEBI:83421,substrate/product
P13637,CHEBI:15377,substrate/product
P13637,CHEBI:15378,substrate/product
P13637,CHEBI:29101,substrate/product
P13637,CHEBI:29103,substrate/product
P13637,CHEBI:30616,substrate/product
P13637,CHEBI:43474,substrate/product
P13637,CHEBI:456216,substrate/product
Q15758,CHEBI:29101,substrate/product
Q15758,CHEBI:33384,substrate/product
Q15758,CHEBI:58359,substrate/product
Q15758,CHEBI:57926,substrate/product
Q15758,CHEBI:58048,substrate/product
Q15758,CHEBI:57972,substrate/product
Q15758,CHEBI:57762,substrate/product
Q15758,CHEBI:57844,substrate/product
Q15758,CHEBI:15378,substrate/product
Q15758,CHEBI:29985,substrate/product
Q15758,CHEBI:35247,substrate/product
Q15758,CHEBI:17632,substrate/product
Q15758,CHEBI:16382,substrate/product
Q15758,CHEBI:18022,substrate/product
Q92831,CHEBI:15378,substrate/product
Q92831,CHEBI:29969,substrate/product
Q92831,CHEBI:57287,substrate/product
Q92831,CHEBI:57288,substrate/product
Q92831,CHEBI:61930,substrate/product
Q92831,CHEBI:57834,substrate/product
Q92831,CHEBI:58535,substrate/product
P32455,CHEBI:15377,substrate/product
P32455,CHEBI:15378,substrate/product
P32455,CHEBI:37565,substrate/product
P32455,CHEBI:43474,substrate/product
P32455,CHEBI:58189,substrate/product
P32455,CHEBI:58115,substrate/product
Q6NYC1,CHEBI:15379,substrate/product
Q6NYC1,CHEBI:16526,substrate/product
Q6NYC1,CHEBI:16810,substrate/product
Q6NYC1,CHEBI:29969,substrate/product
Q6NYC1,CHEBI:30031,substrate/product
Q6NYC1,CHEBI:141843,substrate/product
Q6NYC1,CHEBI:16842,substrate/product
Q6NYC1,CHEBI:29965,substrate/product
Q6NYC1,CHEBI:88221,substrate/product
Q6NYC1,CHEBI:65280,substrate/product
Q6NYC1,CHEBI:15378,substrate/product
Q6NYC1,CHEBI:138278,substrate/product
Q6NYC1,CHEBI:142789,substrate/product
Q6NYC1,CHEBI:29033,cofactor
Q92835,CHEBI:15377,substrate/product
Q92835,CHEBI:43474,substrate/product
Q92835,CHEBI:57658,substrate/product
Q92835,CHEBI:57836,substrate/product
Q92835,CHEBI:57895,substrate/product
Q92835,CHEBI:58414,substrate/product
Q92835,CHEBI:58178,substrate/product
Q92835,CHEBI:58456,substrate/product
O00141,CHEBI:15378,substrate/product
O00141,CHEBI:29999,substrate/product
O00141,CHEBI:30616,substrate/product
O00141,CHEBI:83421,substrate/product
O00141,CHEBI:456216,substrate/product
O00141,CHEBI:30013,substrate/product
O00141,CHEBI:61977,substrate/product
O00519,CHEBI:2700,substrate/product
O00519,CHEBI:15377,substrate/product
O00519,CHEBI:32395,substrate/product
O00519,CHEBI:57603,substrate/product
O00519,CHEBI:28938,substrate/product
O00519,CHEBI:30823,substrate/product
O00519,CHEBI:116314,substrate/product
O00519,CHEBI:15378,substrate/product
O00519,CHEBI:17754,substrate/product
O00519,CHEBI:52392,substrate/product
O00519,CHEBI:71466,substrate/product
O00519,CHEBI:7896,substrate/product
O00519,CHEBI:71464,substrate/product
O00519,CHEBI:74475,substrate/product
O00519,CHEBI:30807,substrate/product
O00519,CHEBI:137125,substrate/product
O00519,CHEBI:146191,substrate/product
O00519,CHEBI:507393,substrate/product
O00519,CHEBI:32387,substrate/product
O00519,CHEBI:142684,substrate/product
O00519,CHEBI:137830,substrate/product
O00519,CHEBI:32375,substrate/product
O00519,CHEBI:146168,substrate/product
O00519,CHEBI:32392,substrate/product
O00519,CHEBI:146166,substrate/product
O00519,CHEBI:71589,substrate/product
O00519,CHEBI:146163,substrate/product
O00519,CHEBI:77223,substrate/product
O00519,CHEBI:146164,substrate/product
O00519,CHEBI:77220,substrate/product
O00519,CHEBI:146165,substrate/product
O00519,CHEBI:30245,substrate/product
O00519,CHEBI:82984,substrate/product
O00519,CHEBI:17790,substrate/product
O00519,CHEBI:78033,substrate/product
O00519,CHEBI:32426,substrate/product
O00519,CHEBI:146167,substrate/product
O00519,CHEBI:32372,substrate/product
O00519,CHEBI:71465,substrate/product
O00519,CHEBI:25629,substrate/product
O00519,CHEBI:85299,substrate/product
O00519,CHEBI:23858,substrate/product
O00519,CHEBI:146186,substrate/product
O00519,CHEBI:31014,substrate/product
O00519,CHEBI:132049,substrate/product
O00519,CHEBI:146187,substrate/product
O00519,CHEBI:146196,substrate/product
O00519,CHEBI:146198,substrate/product
O00519,CHEBI:79007,substrate/product
O00519,CHEBI:146197,substrate/product
O00519,CHEBI:57305,substrate/product
O00519,CHEBI:133992,substrate/product
O00519,CHEBI:59002,substrate/product
O00519,CHEBI:33384,substrate/product
O00519,CHEBI:149697,substrate/product
P23219,CHEBI:13193,substrate/product
P23219,CHEBI:15377,substrate/product
P23219,CHEBI:15379,substrate/product
P23219,CHEBI:17499,substrate/product
P23219,CHEBI:32395,substrate/product
P23219,CHEBI:57405,substrate/product
P23219,CHEBI:82629,substrate/product
P23219,CHEBI:30245,substrate/product
P23219,CHEBI:77895,substrate/product
P23219,CHEBI:77852,substrate/product
P23219,CHEBI:90850,substrate/product
P23219,CHEBI:136655,substrate/product
P23219,CHEBI:60344,cofactor
O60264,CHEBI:15377,substrate/product
O60264,CHEBI:15378,substrate/product
O60264,CHEBI:30616,substrate/product
O60264,CHEBI:43474,substrate/product
O60264,CHEBI:456216,substrate/product
P14867,CHEBI:17996,substrate/product
Q13509,CHEBI:18420,cofactor
P38935,CHEBI:15377,substrate/product
P38935,CHEBI:15378,substrate/product
P38935,CHEBI:30616,substrate/product
P38935,CHEBI:43474,substrate/product
P38935,CHEBI:456216,substrate/product
O75914,CHEBI:15378,substrate/product
O75914,CHEBI:29999,substrate/product
O75914,CHEBI:30616,substrate/product
