chebi_id,name,description,formula,mass,charge,monoisotopic_mass,smiles,inchikey,ontology_parents,ontology_parent_ids,kegg_compound_id
CHEBI:18421,superoxide,,,31.998,-1.0,,,,oxygen radical; inorganic radical anion; diatomic oxygen; reactive oxygen species,CHEBI:61073; CHEBI:36876; CHEBI:33263; CHEBI:26523,C00704
CHEBI:184385,N6-[(R)-S8-glutaryldihydrolipoyl]-L-lysine(1-) residue,,,431.6,-1.0,,,,alpha-amino-acid residue anion,CHEBI:35416,
CHEBI:189099,"1D-myo-inositol 3,4,6-trisphosphate(6-)",,,414.045,-6.0,,,,inositol phosphate oxoanion,CHEBI:76301,
CHEBI:189632,alpha-L-fucosyl-L-seryl residue,,,233.22,0.0,,,,L-alpha-amino acid residue,CHEBI:83228,
CHEBI:189634,N-acetyl-beta-D-glucosaminyl-(1->3)-alpha-L-fucosyl-L-threonyl residue,,,450.441,0.0,,,,L-alpha-amino acid residue,CHEBI:83228,
CHEBI:189869,Met-enkephalin-Arg-Phe(1+),,,878.046,1.0,,,,peptide cation,CHEBI:60194,
CHEBI:189870,Arg-Phe(1+),A peptide cation obtained by deprotonation of the carboxy terminus and protonation of the side-chain guanidino group and the amino terminus of Arg-Phe; major species at pH 7.3.,,322.389,1.0,,,,peptide cation,CHEBI:60194,
CHEBI:190693,substance P(1-9)(2+),,,1106.297,2.0,,,,oligopeptide,CHEBI:25676,
CHEBI:190694,substance P(1-8)(2+),,,1049.245,2.0,,,,oligopeptide,CHEBI:25676,
CHEBI:190696,substance P(1-6)(2+),,,754.891,2.0,,,,oligopeptide,CHEBI:25676,
CHEBI:190697,L-Phe-L-Phe-Gly-L-Leu-L-Met-NH2(1+),"A peptide cation that is the conjugate acid of <small>L</small>-Phe-<small>L</small>-Phe-Gly-<small>L</small>-Leu-<small>L</small>-Met-NH<small><sub>2</sub></small>, arising from the protonation of the <em>N</em>-terminal amino group. Major species at pH 7.3.",,613.805,1.0,,,,peptide cation,CHEBI:60194,
CHEBI:190699,Gly-L-Leu-L-Met-NH2(1+),"A peptide cation that is the conjugate acid of Gly-<small>L</small>-Leu-<small>L</small>-Met-NH<small><sub>2</sub></small>, arising from the protonation of the <em>N</em>-terminal amino group. Major species at pH 7.3.",,319.451,1.0,,,,peptide cation,CHEBI:60194,
CHEBI:190700,L-Leu-L-Met-NH2(1+),"A peptide cation that is the conjugate acid of <small>L</small>-Leu-<small>L</small>-Met-NH<small><sub>2</sub></small>, arising from the protonation of the <em>N</em>-terminal amino group. Major species at pH 7.3.",,262.399,1.0,,,,peptide cation,CHEBI:60194,
CHEBI:190701,goralatide(1-),A peptide anion obtained by removal of protons from the two carboxy groups as well as protonation of the primary amino group of goralatide; major species at pH 7.3.,,486.502,-1.0,,,,peptide anion,CHEBI:60334,
CHEBI:190702,N-acetyl-L-seryl-L-aspartate(2-),A peptide anion obtained by deprotonation of the two carboxy groups of <em>N</em>-acetyl-<small>L</small>-seryl-<small>L</small>-aspartic acid; major species at pH 7.3.,,260.202,-2.0,,,,peptide anion,CHEBI:60334,
CHEBI:190703,Lys-Pro(1+),A peptide cation obtained by deprotonation of the carboxy terminus and protonation of the side-chain amino group and the amino terminus of Lys-Pro; major species at pH 7.3.,,244.315,1.0,,,,peptide cation,CHEBI:60194,
CHEBI:190704,neurotensin(1-11)(1+),,,1447.641,1.0,,,,peptide cation,CHEBI:60194,
CHEBI:194182,"all-trans-13,14-dihydroretinal",,,286.459,0.0,,,,retinals,CHEBI:26534,
CHEBI:194183,"all-trans-13,14-dihydroretinoate","A retinoid anion that is the conjugate base of <em>all</em>-<i>trans</i>-13,14-dihydroretinoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,301.45,-1.0,,,,monocarboxylic acid anion; retinoid anion,CHEBI:35757; CHEBI:139589,
CHEBI:194498,"15-deoxy-Delta(12,14)-prostaglandin J2-S-glutathione conjugate(2-)","A prostanoid anion obtained by deprotonation of the three carboxy groups and protonation of the glutamyl α-amino group of 15-deoxy-Δ<small><sup>12,14</small></sup>-prostaglandin J<small><sub>2</sub></small>-<em>S</em>-glutathione conjugate; major species at pH 7.3.",,621.753,-2.0,,,,prostanoid anion,CHEBI:62943,
CHEBI:195246,N-acyl-1-deoxysphingosine,,,310.495,0.0,,,,ceramide,CHEBI:17761,
CHEBI:195278,N-acyl-sphing-14Z-enine,,,326.495,0.0,,,,N-acylsphingoid,CHEBI:83273,
CHEBI:195622,3alpha-sulfodeoxycholate(2-),,,470.628,-2.0,,,,steroid sulfate oxoanion; bile acid anion,CHEBI:59696; CHEBI:36235,
CHEBI:195624,3alpha-sulfoglycodeoxycholate(2-),,,527.68,-2.0,,,,steroid sulfate oxoanion; N-acylglycinate; cholanic acid conjugate anion,CHEBI:59696; CHEBI:57670; CHEBI:131879,
CHEBI:195625,3alpha-sulfotaurodeoxycholate(2-),,,577.762,-2.0,,,,steroid sulfate oxoanion; cholanic acid conjugate anion,CHEBI:59696; CHEBI:131879,
CHEBI:197339,alpha-N-acetylneuraminyl-(2->8)-alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-D-glucosamine 6-sulfate(3-),,,1042.902,-3.0,,,,organosulfate oxoanion,CHEBI:58958,
CHEBI:197340,alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-D-glucosamine 6-sulfate(2-),,,752.654,-2.0,,,,organosulfate oxoanion,CHEBI:58958,
CHEBI:203600,"1D-myo-inositol 1,4,5-trisphosphate(6-)","Hexaanion of 1<small>D</small>-<i>myo</i>-inositol 1,4,5-trisphosphate arising from glabal deprotonation of the phosphate OH groups; major species at pH 7.3.",,414.045,-6.0,,,,inositol phosphate oxoanion,CHEBI:76301,
CHEBI:21291,L-fuconate,,,179.148,-1.0,,,,fuconate,CHEBI:24115,C01720
CHEBI:2150,5beta-dihydrotestosterone,A 17β-hydroxyandrostan-3-one that has β- configuration at position 5. It is a metabolite of testosterone.,,290.447,0.0,,,,17beta-hydroxyandrostan-3-one; 3-oxo-5beta-steroid,CHEBI:85278; CHEBI:1624,C05293
CHEBI:225237,2-phenylethanaminium,The cation obtained by protonation of the amino group of 2-phenylethylamine.,,122.191,1.0,,,,ammonium ion derivative,CHEBI:35274,
CHEBI:225238,benzylaminium,The conjugate acid of benzylamine; major product at pH 7.3.,,108.164,1.0,,,,ammonium ion derivative,CHEBI:35274,
CHEBI:22801,beta-D-glucosyl-N-acylsphingosine,A <small>D</small>-glucosyl-<em>N</em>-acylsphingosine in which the glucosyl head group has β-configuration at the anomeric centre.,,488.636,0.0,,,,beta-D-glucosylceramide; D-glucosyl-N-acylsphingosine,CHEBI:83264; CHEBI:18368,
CHEBI:2288,"7alpha,12alpha-dihydroxy-5beta-cholestan-3-one",A 3-oxo-5β-steroid that is 5β-cholestan-3-one bearing two additional hydroxy substituents at positions 7α and 12α.,,418.662,0.0,,,,12alpha-hydroxy steroid; 7alpha-hydroxy steroid; 3-oxo-5beta-steroid,CHEBI:36846; CHEBI:36843; CHEBI:1624,C05453
CHEBI:2290,7alpha-hydroxy-5beta-cholestan-3-one,A 3-oxo-5β-steroid that is 5β-cholestan-3-one bearing an additional hydroxy substituent at position 7α .,,402.663,0.0,,,,7alpha-hydroxy steroid; 3-oxo-5beta-steroid,CHEBI:36843; CHEBI:1624,C05451
CHEBI:231527,N(6)-[(S)-lactoyl]-L-lysine residue,An <em>N</em><small><sup>6</small></sup>-acyl-<small>L</small>-lysine residue that has (<i>S</i>)-lactoyl as the <em>N</em><small><sup>6</small></sup>-acyl group.,,200.238,0.0,,,,N(6)-lactoyl-L-lysine residue,CHEBI:145324,
CHEBI:231870,ribonucleotidyl-2'-3'-cyclophospho-GMP(2-),An organophosphate oxoanion obtained by deprotonation of the phosphate OH groups of any ribonucleotidyl-2'-3'-cyclophospho-GMP; major species at pH 7.3.,,538.277,-2.0,,,,organophosphate oxoanion,CHEBI:58945,
CHEBI:231871,5'-end 5'-hydroxy ribonucleotidyl-ribonucleotide(1-),An organic anionic group obtained by deprotonation of the phosphate OH group of any 5'-hydroxy-ribonucleotidyl-ribonucleotide residue.,,326.194,-1.0,,,,organic anionic group,CHEBI:64775,
CHEBI:231873,5'-end 5'-hydroxy-deoxyribonucleotidyl-deoxyribonucleotide(1-) residue,An organic anionic group obtained by deprotonation of the phosphate OH group of any 5'-end 5'-hydroxy-deoxyribonucleotidyl-deoxyribonucleotide residue; major species at pH 7.3.,,294.195,-1.0,,,,organic anionic group,CHEBI:64775,
CHEBI:232325,"N-[omega-(9R,10R)-epoxy-13-keto-(11E)-octadecenoyloxy]acyl-beta-D-glucosyl-(1<->1)-sphingosine",,,798.057,0.0,,,,1-O-acylceramide,CHEBI:133444,
CHEBI:232393,"(R,S)-glycero-3-phospho-(3'-acyl-1'-glycerol)(1-)","An anionic phospholipid obtained by deprotonation of the phosphate OH group of any (<i>R</i>,<i>S</i>)-glycero-3-phospho-(3'-acyl-1'-glycerol); major species at pH 7.3.",,272.147,-1.0,,,,1-acylglycero-3-phospho-1'-glycerol(1-),CHEBI:78211,
CHEBI:232394,"(R,S)-glycero-1-phospho-(3'-(9Z-octadecenoyl)-1'-glycerol)(1-)","An anionic phospholipid obtained by deprotonation of the phosphate OH group of  (<i>R</i>,<i>S</i>)-glycero-1-phospho-(3'-(9<i>Z</i>-octadecenoyl)-1'-glycerol); major species at pH 7.3.",,509.597,-1.0,,,,"(R,S)-glycero-3-phospho-(3'-acyl-1'-glycerol)(1-)",CHEBI:232393,
CHEBI:233042,serotonin O-sulfate zwitterion,,,256.283,0.0,,,,organosulfate oxoanion; zwitterion,CHEBI:58958; CHEBI:27369,
CHEBI:233043,(R)-adrenaline 4'-O-sulfate zwitterion,,,263.271,0.0,,,,organosulfate oxoanion; zwitterion,CHEBI:58958; CHEBI:27369,
CHEBI:233044,(R)-noradrenaline 4'-O-sulfate zwitterion,,,249.244,0.0,,,,organosulfate oxoanion; zwitterion,CHEBI:58958; CHEBI:27369,
CHEBI:233973,N(6)-[(R)-S(8)-isopentanoyldihydrolipoyl]-L-lysine residue,,,402.626,0.0,,,,N(6)-[(R)-lipoyl]-L-lysine residue,CHEBI:83099,
CHEBI:233974,N(6)-{(R)-S(8)-[(S)-2-methylbutanoyl]dihydrolipoyl}-L-lysine residue,,,402.626,0.0,,,,N(6)-[(R)-lipoyl]-L-lysine residue,CHEBI:83099,
CHEBI:234448,11-oxo-5alpha-dihydrotestosterone,An androstanoid that is 5α-dihydrotestosterone carrying an additional oxo substituent at position 11.,,304.43,0.0,,,,androstanoid; 3-oxo steroid; 11-oxo steroid; 17beta-hydroxy steroid,CHEBI:50402; CHEBI:47788; CHEBI:47787; CHEBI:35343,
CHEBI:234449,"11-keto-5alpha-androstane-3alpha,17beta-diol",An androstanoid that is 5α-androstane carrying an oxo group at position 11 and two hydroxy groups at the 3α and 17β positions.,,306.446,0.0,,,,androstanoid; 11-oxo steroid; 3alpha-hydroxy steroid; 17beta-hydroxy steroid,CHEBI:50402; CHEBI:47787; CHEBI:36835; CHEBI:35343,
CHEBI:234464,alpha-D-fructofuranose 6-phosphate(2-),,,258.119,-2.0,,,,D-fructofuranose 6-phosphate(2-),CHEBI:61527,
CHEBI:234465,beta-D-mannopyranose 6-phosphate(2-),,,258.119,-2.0,,,,D-mannopyranose 6-phosphate(2-),CHEBI:58735,
CHEBI:234529,ursodeoxycholate 3-sulfate(2-),,,470.628,-2.0,,,,steroid sulfate oxoanion; bile acid anion,CHEBI:59696; CHEBI:36235,
CHEBI:234530,tauroursodeoxycholate 3-sulfate(2-),,,577.762,-2.0,,,,steroid sulfate oxoanion; cholanic acid conjugate anion,CHEBI:59696; CHEBI:131879,
CHEBI:234531,glycoursodeoxycholate 3-sulfate(2-),,,527.68,-2.0,,,,steroid sulfate oxoanion; N-acylglycinate; cholanic acid conjugate anion,CHEBI:59696; CHEBI:57670; CHEBI:131879,
CHEBI:234532,chenodeoxycholate 3-sulfate(2-),,,470.628,-2.0,,,,steroid sulfate oxoanion; bile acid anion,CHEBI:59696; CHEBI:36235,
CHEBI:234533,glycochenodeoxycholate 3-sulfate(2-),,,527.68,-2.0,,,,steroid sulfate oxoanion; N-acylglycinate; cholanic acid conjugate anion,CHEBI:59696; CHEBI:57670; CHEBI:131879,
CHEBI:23614,deoxycholate,,,391.572,-1.0,,,,bile acid anion; cholanic acid anion,CHEBI:36235; CHEBI:131878,
CHEBI:23858,behenate,"A straight-chain saturated fatty acid anion that is the conjugate base of behenic acid, arising from deprotonation of the carboxylic acid group.",,339.584,-1.0,,,,2-saturated fatty acid anion; fatty acid anion 22:0; omega-methyl fatty acid anion; straight-chain saturated fatty acid anion; long-chain fatty acid anion,CHEBI:83955; CHEBI:78127; CHEBI:76619; CHEBI:58954; CHEBI:57560,C08281
CHEBI:2495,adrenosterone,"A 3-oxo Δ<small><sup>4</small></sup>-steroid that is androst-4-ene carrying three oxo-substituents at positions 3, 11 and 17.",,300.398,0.0,,,,androstanoid; 3-oxo-Delta(4) steroid; 11-oxo steroid; 17-oxo steroid,CHEBI:50402; CHEBI:47909; CHEBI:47787; CHEBI:19168,C05285
CHEBI:25629,octadecanoate,A fatty acid anion 18:0 that is the conjugate base of octadecanoic acid (stearic acid). Stearates have a variety of uses in the pharmaceutical industry.,,283.476,-1.0,,,,2-saturated fatty acid anion; fatty acid anion 18:0; straight-chain saturated fatty acid anion; long-chain fatty acid anion,CHEBI:83955; CHEBI:78125; CHEBI:58954; CHEBI:57560,C01530
CHEBI:25646,octanoate,A straight-chain saturated fatty acid anion that is the conjugate base of octanoic acid (caprylic acid); believed to block adipogenesis.,,143.206,-1.0,,,,fatty acid anion 8:0; straight-chain saturated fatty acid anion,CHEBI:78117; CHEBI:58954,
CHEBI:2700,anandamide,An <em>N</em>-acylethanolamine 20:4 resulting from the formal condensation of carboxy group of arachidonic acid with the amino group of ethanolamine.,,347.543,0.0,,,,endocannabinoid; N-acylethanolamine 20:4,CHEBI:67197; CHEBI:134161,C11695
CHEBI:27468,"5,6-dihydrothymine","A pyrimidone obtained by formal addition of hydrogen across the 5,6-position of thymine.",,128.131,0.0,,,,pyrimidone,CHEBI:38337,C00906
CHEBI:27576,"19-hydroxyandrost-4-ene-3,17-dione",,,302.414,0.0,,,,androstanoid; 3-oxo steroid; 19-hydroxy steroid; 17-oxo steroid,CHEBI:50402; CHEBI:47788; CHEBI:36842; CHEBI:19168,C05290
CHEBI:27584,aldosterone,"A pregnane-based steroidal hormone produced by the outer-section (zona glomerulosa) of the adrenal cortex in the adrenal gland, and acts on the distal tubules and collecting ducts of the kidney to cause the conservation of sodium, secretion of potassium, increased water retention, and increased blood pressure. The overall effect of aldosterone is to increase reabsorption of ions and water in the kidney.",,360.45,0.0,,,,C21-steroid hormone; 3-oxo-Delta(4) steroid; 18-oxo steroid; 20-oxo steroid; 11beta-hydroxy steroid; 21-hydroxy steroid; mineralocorticoid; primary alpha-hydroxy ketone; steroid aldehyde,CHEBI:64600; CHEBI:47909; CHEBI:36887; CHEBI:36885; CHEBI:35346; CHEBI:35344; CHEBI:25354; CHEBI:139590; CHEBI:131565,C01780
CHEBI:27689,decanoate,A fatty acid anion 10:0 that is the conjugate base of decanoic acid.,,171.26,-1.0,,,,fatty acid anion 10:0; medium-chain fatty acid anion; straight-chain saturated fatty acid anion; omega-methyl-medium-chain fatty acid anion,CHEBI:78118; CHEBI:59558; CHEBI:58954; CHEBI:194240,C01571
CHEBI:27978,"3,4-dihydroxyphenylacetaldehyde",A phenylacetaldehyde in which the 3 and 4 positions of the phenyl group are substituted by hydroxy groups.,,152.149,0.0,,,,alpha-CH2-containing aldehyde; catechols; phenylacetaldehydes,CHEBI:73359; CHEBI:33566; CHEBI:25973,C04043
CHEBI:28113,"24,25-dihydrolanosterol",A 3β-sterol formed from lanosterol by reduction across the C-24‒C-25 double bond.,,428.745,0.0,,,,3beta-sterol; tetracyclic triterpenoid,CHEBI:35348; CHEBI:26893,C05109
CHEBI:28433,phyllohydroquinone,,,452.723,0.0,,,,naphthohydroquinone; polyprenylhydroquinone,CHEBI:51475; CHEBI:26253,C03313
CHEBI:28477,"7alpha,12alpha-dihydroxycholest-4-en-3-one",,,416.646,0.0,,,,cholestanoid; 3-oxo-Delta(4) steroid; 12alpha-hydroxy steroid; 7alpha-hydroxy steroid,CHEBI:50401; CHEBI:47909; CHEBI:36846; CHEBI:36843,C17339
CHEBI:28610,1-O-oleoyl-sn-glycero-3-phosphocholine,An oleoyl-<em>sn</em>-glycero-3-phosphocholine in which the acyl group at position 1 is (9<i>Z</i>)-octadecenoyl (oleoyl) and the hydroxy group at position 2 is unsubstituted.,,521.676,0.0,,,,oleoyl-sn-glycero-3-phosphocholine; 1-O-acyl-sn-glycero-3-phosphocholine; lysophosphatidylcholine (18:1/0:0),CHEBI:76083; CHEBI:58168; CHEBI:131739,C03916
CHEBI:28644,2-oxopentanoate,"A 2-oxo monocarboxylic acid anion that is the conjugate base of 2-oxopentanoic acid, obtained by deprotonation of the carboxy group.",,115.108,-1.0,,,,2-oxo monocarboxylic acid anion; oxopentanoates,CHEBI:35179; CHEBI:25798,
CHEBI:28689,dehydroepiandrosterone,An androstanoid that is androst-5-ene substituted by a β-hydroxy group at position 3 and an oxo group at position 17. It is a naturally occurring steroid hormone produced by the adrenal glands.,,288.431,0.0,,,,androstanoid; 17-oxo steroid; 3beta-hydroxy-Delta(5)-steroid,CHEBI:50402; CHEBI:19168; CHEBI:1722,C01227
CHEBI:28868,fatty acid anion,"The conjugate base of a fatty acid, arising from deprotonation of the carboxylic acid group of the corresponding fatty acid.",,44.01,-1.0,,,,monocarboxylic acid anion; lipid,CHEBI:35757; CHEBI:18059,C02403
CHEBI:28938,ammonium,An onium cation obtained by protonation of ammonia.,,18.039,1.0,,,,monovalent inorganic cation; onium cation; nitrogen hydride,CHEBI:60242; CHEBI:50313; CHEBI:35106,C01342
CHEBI:28940,calciol,"A hydroxy seco-steroid that is (5<i>Z</i>,7<i>E</i>)-9,10-secocholesta-5,7,10(19)-triene in which the <em>pro</em>-<i>S</i> hydrogen at position 3 has been replaced by a hydroxy group. It is the inactive form of vitamin D<small><sub>3</sub></small>, being hydroxylated in the liver to calcidiol (25-hydroxyvitamin D<small><sub>3</sub></small>), which is then further hydroxylated in the kidney to give calcitriol (1,25-dihydroxyvitamin D<small><sub>3</sub></small>), the active hormone.",,384.648,0.0,,,,D3 vitamins; hydroxy seco-steroid; seco-cholestane; secondary alcohol; steroid hormone,CHEBI:73558; CHEBI:36853; CHEBI:36818; CHEBI:35681; CHEBI:26764,C05443
CHEBI:28952,"5alpha-pregnane-3,20-dione",A C<small><sub>21</sub></small>-steroid hormone that is 5α-pregnane substituted by oxo groups at positions 3 and 20. It is a metabolite of progestrone.,,316.485,0.0,,,,C21-steroid hormone; 20-oxo steroid; 3-oxo-5alpha-steroid,CHEBI:64600; CHEBI:36885; CHEBI:13601,C03681
CHEBI:29033,iron(2+),,,55.845,2.0,,,,divalent metal cation; monoatomic dication; iron cation,CHEBI:60240; CHEBI:30412; CHEBI:24875,C14818
CHEBI:29034,iron(3+),,,55.845,3.0,,,,monoatomic trication; iron cation,CHEBI:27153; CHEBI:24875,C14819
CHEBI:29035,manganese(2+),A divalent metal cation in which the metal is manganese.,,54.938,2.0,,,,divalent metal cation; monoatomic dication; manganese cation,CHEBI:60240; CHEBI:30412; CHEBI:25155,
CHEBI:29036,copper(2+),An ion of copper carrying a double positive charge.,,63.546,2.0,,,,divalent metal cation; monoatomic dication; copper cation,CHEBI:60240; CHEBI:30412; CHEBI:23378,
CHEBI:29101,sodium(1+),A monoatomic monocation obtained from sodium.,,22.99,1.0,,,,monovalent inorganic cation; elemental sodium; alkali metal cation; monoatomic monocation,CHEBI:60242; CHEBI:37246; CHEBI:33504; CHEBI:25414,C01330
CHEBI:29103,potassium(1+),A monoatomic monocation obtained from potassium.,,39.098,1.0,,,,monovalent inorganic cation; elemental potassium; alkali metal cation; monoatomic monocation,CHEBI:60242; CHEBI:37247; CHEBI:33504; CHEBI:25414,C00238
CHEBI:29105,zinc(2+),,,65.39,2.0,,,,zinc cation; divalent metal cation; monoatomic dication,CHEBI:63056; CHEBI:60240; CHEBI:30412,C00038
CHEBI:29108,calcium(2+),,,40.078,2.0,,,,divalent metal cation; calcium cation; monoatomic dication,CHEBI:60240; CHEBI:39123; CHEBI:30412,C00076
CHEBI:29256,thiol,"An organosulfur compound in which a thiol group, ‒SH, is attached to a carbon atom of any aliphatic or aromatic moiety.",,33.073,0.0,,,,organosulfur compound,CHEBI:33261,C00145
CHEBI:29744,lithocholate,A bile acid anion that is the conjugate base of lithocholic acid.,,375.573,-1.0,,,,bile acid anion; cholanic acid anion,CHEBI:36235; CHEBI:131878,
CHEBI:29746,glycocholate,"A cholanic acid conjugate anion that is the conjugate base of glycocholic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,464.623,-1.0,,,,N-acylglycinate; cholanic acid conjugate anion,CHEBI:57670; CHEBI:131879,C01921
CHEBI:29747,cholate,A bile acid anion that is the conjugate base of cholic acid.,,407.571,-1.0,,,,bile acid anion; cholanic acid anion,CHEBI:36235; CHEBI:131878,
CHEBI:29806,fumarate(2-),A C4-dicarboxylate that is the <i>E</i>-isomer of but-2-enedioate(2−),,114.056,-2.0,,,,C4-dicarboxylate; butenedioate,CHEBI:61336; CHEBI:36180,C00122
CHEBI:29919,hydrosulfide,,,33.075,-1.0,,,,sulfur hydride,CHEBI:33535,
CHEBI:29950,L-cysteine residue,,,103.146,0.0,,,,L-alpha-amino acid residue; proteinogenic amino-acid residue; cysteine residue,CHEBI:83228; CHEBI:33700; CHEBI:32460,
CHEBI:29959,quinolinate(2-),,,165.104,-2.0,,,,pyridinedicarboxylate; quinolinate,CHEBI:36173; CHEBI:132942,
CHEBI:29985,L-glutamate(1-),"An α-amino-acid anion that is the conjugate base of <small>L</small>-glutamic acid, having anionic carboxy groups and a cationic amino group",,146.122,-1.0,,,,glutamate(1-),CHEBI:14321,
CHEBI:29986,D-glutamate(1-),"An α-amino-acid anion that is the conjugate base of <small>D</small>-glutamic acid, having anionic carboxy groups and a cationic amino group",,146.122,-1.0,,,,glutamate(1-),CHEBI:14321,
CHEBI:29990,D-aspartate(1-),An aspartate(1−) that is the conjugate base of <small>D</small>-aspartic acid.,,132.095,-1.0,,,,aspartate(1-),CHEBI:35391,
CHEBI:29991,L-aspartate(1-),An aspartate(1−) that is the  conjugate base of <small>L</small>-aspartic acid.,,132.095,-1.0,,,,polar amino acid zwitterion; L-alpha-amino acid zwitterion; aspartate(1-),CHEBI:62031; CHEBI:59869; CHEBI:35391,
CHEBI:29999,L-serine residue,A serine residue that has <small>L</small> configuration.,,87.078,0.0,,,,L-alpha-amino acid residue; proteinogenic amino-acid residue; serine residue,CHEBI:83228; CHEBI:33700; CHEBI:32848,
CHEBI:30013,L-threonine residue,,,101.105,0.0,,,,L-alpha-amino acid residue; proteinogenic amino-acid residue; threonine residue,CHEBI:83228; CHEBI:33700; CHEBI:32835,
CHEBI:30031,succinate(2-),A dicarboxylic acid dianion resulting from the removal of a proton from both of the carboxy groups of succinic acid.,,116.072,-2.0,,,,C4-dicarboxylate; dicarboxylic acid dianion; succinate,CHEBI:61336; CHEBI:28965; CHEBI:26806,
CHEBI:30089,acetate,A monocarboxylic acid anion resulting from the removal of a proton from the carboxy group of acetic acid.,,59.044,-1.0,,,,monocarboxylic acid anion,CHEBI:35757,C00033
CHEBI:30154,"5beta-pregnane-3,20-dione",A C<small><sub>21</sub></small>-steroid that is 5β-pregnane with oxo groups at positions 3 and 20.,,316.485,0.0,,,,C21-steroid; 20-oxo steroid; 3-oxo-5beta-steroid,CHEBI:61313; CHEBI:36885; CHEBI:1624,C05479
CHEBI:30245,linoleate,An octadecadienoate with <i>cis</i>- double bonds at the 9- and 12- positions; the conjugate base of linoleic acid.,,279.444,-1.0,,,,octadecadienoate,CHEBI:25626,C01595
CHEBI:30413,heme,A heme is any tetrapyrrolic chelate of iron.,,,,,,,metallotetrapyrrole; iron coordination entity; metalloporphyrin,CHEBI:33909; CHEBI:33892; CHEBI:25216,C00032
CHEBI:30616,ATP(4-),A nucleoside triphosphate(4−) obtained by global deprotonation of the triphosphate OH groups of ATP; major species present at pH 7.3.,,503.15,-4.0,,,,nucleoside 5'-triphoshate(4-),CHEBI:61557,
CHEBI:30780,maleate(2-),A C4-dicarboxylate that is the <i>Z</i>-isomer of but-2-enedioate(2−),,114.056,-2.0,,,,C4-dicarboxylate; butenedioate; maleate,CHEBI:61336; CHEBI:36180; CHEBI:132951,
CHEBI:30807,tetradecanoate,A long-chain fatty acid anion that is the conjugate base of myristic acid; major species at pH 7.3.,,227.368,-1.0,,,,"2-saturated fatty acid anion; fatty acid anion 14:0; 2,3-saturated fatty acid(1-); omega-methyl fatty acid anion; straight-chain saturated fatty acid anion; long-chain fatty acid anion",CHEBI:83955; CHEBI:78121; CHEBI:76928; CHEBI:76619; CHEBI:58954; CHEBI:57560,C06424
CHEBI:30823,oleate,"A C<small><sub>18</sub></small>, long straight-chain monounsaturated fatty acid anion; and the conjugate base of oleic acid, arising from deprotonation of the carboxylic acid group.",,281.46,-1.0,,,,octadec-9-enoate,CHEBI:132944,
CHEBI:30825,elaidate,A long-chain fatty acid anion that is the conjugate base of elaidic acid; shown to exert detrimental effects on mitochondrial lipid composition and function.,,281.46,-1.0,,,,long-chain fatty acid anion,CHEBI:57560,
CHEBI:30879,alcohol,"A compound in which a hydroxy group, ‒OH, is attached to a saturated carbon atom.",,17.007,0.0,,,,organic hydroxy compound,CHEBI:33822,C00069
CHEBI:30909,1-alkyl-sn-glycero-3-phosphocholine,A glycerophosphocholine that consists of <small>L</small>-α-glycerophosphocholine carrying an unspecified alkyl substituent at position 1.,,256.214,0.0,,,,1-alkylglycero-3-phosphocholine; monoalkyl-sn-glycero-3-phosphocholine,CHEBI:78193; CHEBI:64590,C04317
CHEBI:31014,tetracosanoate,"A straight-chain saturated fatty acid anion that is the conjugate base of tetracosanoic acid (lignoceric acid), formed by deprotonation of the carboxy group.",,367.638,-1.0,,,,2-saturated fatty acid anion; fatty acid anion 24:0; straight-chain saturated fatty acid anion; very long-chain fatty acid anion,CHEBI:83955; CHEBI:78128; CHEBI:58954; CHEBI:58950,
CHEBI:31488,N-acylsphinganine,A ceramide consisting of sphinganine in which one of the amino hydrogens is substituted by a fatty acyl group.,,328.511,0.0,,,,sphinganine-based sphingolipid; dihydroceramide,CHEBI:82829; CHEBI:139048,C12126
CHEBI:32360,icosanoate,A long-chain fatty acid anion resulting from the removal of a proton from the carboxy group of icosanoic acid (arachidic acid).,,311.53,-1.0,,,,2-saturated fatty acid anion; fatty acid anion 20:0; long-chain fatty acid anion,CHEBI:83955; CHEBI:78126; CHEBI:57560,
CHEBI:32372,palmitoleate,A hexadec-9-enoate that is the conjugate base of palmitoleic acid; major species at pH 7.3.,,253.406,-1.0,,,,hexadec-9-enoate,CHEBI:71449,
CHEBI:32387,alpha-linolenate,"A linolenate that is the conjugate base of α-linolenic acid, arising from deprotonation of the carboxylic acid group.",,277.428,-1.0,,,,linolenate,CHEBI:133790,
CHEBI:32392,(15Z)-tetracosenoate,"A tetracosenoate that is the conjugate base of nervonic acid, arising from deprotonation of the carboxylic acid group.",,365.622,-1.0,,,,tetracosenoate,CHEBI:78068,
CHEBI:32395,arachidonate,A long-chain fatty acid anion resulting from the removal of a proton from the carboxy group of arachidonic acid.,,303.466,-1.0,,,,icosanoid anion; icosatetraenoate; long-chain fatty acid anion,CHEBI:62937; CHEBI:62920; CHEBI:57560,
